year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2003,All opioids,Accidental,Underlying,Male,SA,15-64,15,505534,2.967159478887671,1.660696503520807,4.89387848023064,29.67159478887671,16.60696503520807,48.9387848023064
2004,All opioids,Accidental,Underlying,Male,SA,15-64,22,508627,4.325370064900212,2.7106808231540755,6.548662351474872,43.25370064900212,27.106808231540754,65.48662351474871
2005,All opioids,Accidental,Underlying,Male,SA,15-64,31,512737,6.045984588590252,4.107952733858923,8.581790177914757,60.45984588590252,41.07952733858923,85.81790177914756
2006,All opioids,Accidental,Underlying,Male,SA,15-64,12,517856,2.31724649323364,1.1973605542208616,4.047758356077282,23.1724649323364,11.973605542208617,40.47758356077282
2007,All opioids,Accidental,Underlying,Male,SA,15-64,25,523999,4.771001471376853,3.0875409497367716,7.042939724137661,47.71001471376853,30.875409497367716,70.4293972413766
2008,All opioids,Accidental,Underlying,Male,SA,15-64,33,530191,6.224172043659737,4.284433643555668,8.74105460445351,62.241720436597376,42.844336435556684,87.4105460445351
2009,All opioids,Accidental,Underlying,Male,SA,15-64,41,537212,7.6319963068583725,5.476852275691009,10.353664746996419,76.31996306858372,54.76852275691009,103.53664746996418
2010,All opioids,Accidental,Underlying,Male,SA,15-64,26,542932,4.788813332056317,3.1282117906546043,7.016723286358193,47.88813332056317,31.28211790654604,70.16723286358193
2011,All opioids,Accidental,Underlying,Male,SA,15-64,23,545798,4.214013242994661,2.6713249166057773,6.3230916361126726,42.14013242994661,26.71324916605777,63.230916361126724
2012,All opioids,Accidental,Underlying,Male,SA,15-64,32,547516,5.844578057992826,3.9976870136391884,8.250804737075859,58.44578057992826,39.97687013639188,82.50804737075859
2013,All opioids,Accidental,Underlying,Male,SA,15-64,26,549059,4.73537452259229,3.0933037868857185,6.938423024318016,47.35374522592289,30.933037868857184,69.38423024318016
2014,All opioids,Accidental,Underlying,Male,SA,15-64,21,550754,3.8129546040519,2.3602836192442807,5.828506032852857,38.129546040519,23.60283619244281,58.28506032852857
2015,All opioids,Accidental,Underlying,Male,SA,15-64,18,552286,3.2591809316187628,1.931593154095284,5.15091366793609,32.59180931618763,19.31593154095284,51.50913667936089
2016,All opioids,Accidental,Underlying,Male,SA,15-64,34,552022,6.159174815496483,4.265407528853811,8.606831097773933,61.59174815496483,42.65407528853811,86.06831097773933
1997,All opioids,Accidental,Underlying,Female,SA,15-64,16,482642,3.3150865444781017,1.894857537400448,5.383492908983744,33.15086544478102,18.94857537400448,53.83492908983744
1998,All opioids,Accidental,Underlying,Female,SA,15-64,12,486000,2.4691358024691357,1.2758443357337417,4.3130780889809825,24.691358024691358,12.758443357337416,43.13078088980983
1999,All opioids,Accidental,Underlying,Female,SA,15-64,13,489144,2.6577040707848814,1.4151153172702358,4.544751658030507,26.577040707848813,14.151153172702358,45.44751658030507
2e3,All opioids,Accidental,Underlying,Female,SA,15-64,6,492214,1.218981987509498,0.44734426506624964,2.6532115108923273,12.18981987509498,4.473442650662497,26.53211510892327
2001,All opioids,Accidental,Underlying,Female,SA,15-64,7,494716,1.4149532256890822,0.5688834671656625,2.9153444583608628,14.149532256890822,5.688834671656625,29.15344458360863
2002,All opioids,Accidental,Underlying,Female,SA,15-64,9,498274,1.806235123646829,0.825927288525841,3.428797121443118,18.06235123646829,8.25927288525841,34.28797121443118
2003,All opioids,Accidental,Underlying,Female,SA,15-64,0,502269,0,0,0.7344430574796875,0,0,7.344430574796875
2004,All opioids,Accidental,Underlying,Female,SA,15-64,3,505453,0.5935269945969259,0.1223993561971606,1.7345384414530614,5.935269945969259,1.223993561971606,17.345384414530614
2005,All opioids,Accidental,Underlying,Female,SA,15-64,10,509934,1.9610380951260358,0.9403939700433722,3.606419344213473,19.610380951260357,9.403939700433723,36.06419344213473
2006,All opioids,Accidental,Underlying,Female,SA,15-64,5,515647,0.9696555977248001,0.31484439220984256,2.2628507428730136,9.696555977248002,3.1484439220984255,22.628507428730135
2007,All opioids,Accidental,Underlying,Female,SA,15-64,12,521965,2.2990047225388675,1.1879347219959162,4.015893692574707,22.990047225388675,11.879347219959161,40.15893692574707
2008,All opioids,Accidental,Underlying,Female,SA,15-64,13,527893,2.4626202658493295,1.3112414196642734,4.211152648388357,24.626202658493295,13.112414196642735,42.111526483883566
2009,All opioids,Accidental,Underlying,Female,SA,15-64,14,534109,2.621187809978862,1.4330284260433817,4.397906834267623,26.21187809978862,14.330284260433817,43.97906834267623
2010,All opioids,Accidental,Underlying,Female,SA,15-64,17,539120,3.1532868378097643,1.8369055304788415,5.048717699267885,31.532868378097643,18.369055304788414,50.487176992678855
2011,All opioids,Accidental,Underlying,Female,SA,15-64,3,541564,0.5539511488946828,0.11423787731075813,1.6188809796215669,5.539511488946828,1.1423787731075814,16.18880979621567
2012,All opioids,Accidental,Underlying,Female,SA,15-64,19,544195,3.4913955475518885,2.1020533343560452,5.4522468450538915,34.91395547551888,21.02053334356045,54.522468450538916
2013,All opioids,Accidental,Underlying,Female,SA,15-64,7,546846,1.280067880171017,0.514652668836067,2.637429091668317,12.80067880171017,5.1465266883606695,26.37429091668317
2014,All opioids,Accidental,Underlying,Female,SA,15-64,16,550440,2.9067654966935543,1.6614668838856679,4.72040510242303,29.067654966935542,16.61466883885668,47.204051024230296
2015,All opioids,Accidental,Underlying,Female,SA,15-64,12,553087,2.169640580957426,1.1210900765460017,3.7899208465300345,21.69640580957426,11.210900765460018,37.89920846530035
2016,All opioids,Accidental,Underlying,Female,SA,15-64,21,553554,3.7936678264451165,2.348344776540797,5.7990241451020905,37.93667826445117,23.48344776540797,57.99024145102091
1997,All opioids,Accidental,Underlying,All,SA,15-64,50,969389,5.157888113027897,3.828283897926985,6.800032103708554,51.57888113027897,38.282838979269854,68.00032103708554
1998,All opioids,Accidental,Underlying,All,SA,15-64,53,975617,5.432459663986995,4.069284050670658,7.105789384433334,54.32459663986995,40.692840506706574,71.05789384433334
1999,All opioids,Accidental,Underlying,All,SA,15-64,60,981768,6.111423472755274,4.66365994349534,7.86661172366611,61.11423472755274,46.636599434953396,78.6661172366611
2e3,All opioids,Accidental,Underlying,All,SA,15-64,49,988072,4.959152774291752,3.6688084040136353,6.556262788399948,49.59152774291752,36.68808404013635,65.56262788399948
2001,All opioids,Accidental,Underlying,All,SA,15-64,20,993366,2.013356607735719,1.2298128581192436,3.1094659872692474,20.13356607735719,12.298128581192437,31.094659872692475
2002,All opioids,Accidental,Underlying,All,SA,15-64,23,1000157,2.299638956683801,1.457774926170191,3.4505890263298906,22.99638956683801,14.57774926170191,34.50589026329891
2003,All opioids,Accidental,Underlying,All,SA,15-64,15,1007803,1.4883861230815942,0.8330383479815873,2.454866639238935,14.883861230815942,8.330383479815872,24.54866639238935
2004,All opioids,Accidental,Underlying,All,SA,15-64,25,1014080,2.4652887346165984,1.5954050667808444,3.6392526945688797,24.652887346165983,15.954050667808444,36.3925269456888
2005,All opioids,Accidental,Underlying,All,SA,15-64,41,1022671,4.009109479001556,2.8770061581178292,5.438809691546393,40.09109479001556,28.770061581178293,54.388096915463926
2006,All opioids,Accidental,Underlying,All,SA,15-64,17,1033503,1.6448912097981332,0.958209612929767,2.6336301742997383,16.44891209798133,9.582096129297671,26.336301742997385
2007,All opioids,Accidental,Underlying,All,SA,15-64,37,1045964,3.537406641146349,2.490660640125096,4.875849156840529,35.37406641146349,24.90660640125096,48.75849156840529
2008,All opioids,Accidental,Underlying,All,SA,15-64,46,1058084,4.347480918339187,3.1829022255344537,5.798930295330526,43.47480918339187,31.829022255344537,57.989302953305256
2009,All opioids,Accidental,Underlying,All,SA,15-64,55,1071321,5.133848771750017,3.867518921250442,6.682412668804929,51.33848771750017,38.67518921250442,66.82412668804929
2010,All opioids,Accidental,Underlying,All,SA,15-64,43,1082052,3.973931012557622,2.8759534234160964,5.352860753467174,39.73931012557622,28.759534234160963,53.528607534671735
2011,All opioids,Accidental,Underlying,All,SA,15-64,26,1087362,2.3911080210638223,1.5619511109673554,3.503528362503956,23.91108021063822,15.619511109673553,35.03528362503956
2012,All opioids,Accidental,Underlying,All,SA,15-64,51,1091711,4.671566009685714,3.4782876972328767,6.142245994543226,46.715660096857135,34.782876972328765,61.422459945432266
2013,All opioids,Accidental,Underlying,All,SA,15-64,33,1095905,3.0112099132680297,2.072778350231474,4.22885969293854,30.112099132680296,20.72778350231474,42.288596929385406
2014,All opioids,Accidental,Underlying,All,SA,15-64,37,1101194,3.3599892480344065,2.365742426663972,4.63130264738597,33.59989248034407,23.657424266639723,46.31302647385971
2015,All opioids,Accidental,Underlying,All,SA,15-64,30,1105373,2.7140159927915737,1.8311342542944098,3.8744252646315673,27.140159927915736,18.311342542944097,38.74425264631567
2016,All opioids,Accidental,Underlying,All,SA,15-64,55,1105576,4.974782375883702,3.747688298437145,6.475365802764139,49.74782375883702,37.47688298437145,64.753658027641393
1997,All opioids,All,Underlying,Male,SA,15-64,38,486747,7.806930499828454,5.524647485250059,10.71562210219037,78.06930499828454,55.24647485250058,107.15622102190369
1998,All opioids,All,Underlying,Male,SA,15-64,48,489617,9.803581166503614,7.2283864900081305,12.998126171396718,98.03581166503614,72.28386490008131,129.98126171396717
1999,All opioids,All,Underlying,Male,SA,15-64,57,492624,11.570690831140993,8.763528781709745,14.99117497248337,115.70690831140993,87.63528781709745,149.9117497248337
2e3,All opioids,All,Underlying,Male,SA,15-64,47,495858,9.47852006017852,6.964459592037735,12.604422244872865,94.78520060178519,69.64459592037736,126.04422244872865
2001,All opioids,All,Underlying,Male,SA,15-64,22,498650,4.411912162839667,2.764916183772963,6.67968812963724,44.11912162839667,27.64916183772963,66.7968812963724
2002,All opioids,All,Underlying,Male,SA,15-64,20,501883,3.984992518176547,2.434141582039002,6.154497741325575,39.84992518176547,24.341415820390022,61.54497741325575
2003,All opioids,All,Underlying,Male,SA,15-64,29,505534,5.736508325849498,3.8418355831364654,8.238578640962666,57.365083258494984,38.41835583136466,82.38578640962666
2004,All opioids,All,Underlying,Male,SA,15-64,27,508627,5.308408716013896,3.4982747613909546,7.723460039713506,53.084087160138964,34.982747613909545,77.23460039713505
2005,All opioids,All,Underlying,Male,SA,15-64,41,512737,7.996302197812914,5.738284470846688,10.847886823192868,79.96302197812913,57.38284470846688,108.47886823192867
2006,All opioids,All,Underlying,Male,SA,15-64,19,517856,3.668973614286597,2.2089671922115186,5.729557003962689,36.68973614286597,22.089671922115187,57.29557003962689
2007,All opioids,All,Underlying,Male,SA,15-64,33,523999,6.297721942217447,4.335062009489376,8.844346042243995,62.97721942217447,43.35062009489376,88.44346042243995
2008,All opioids,All,Underlying,Male,SA,15-64,39,530191,7.355839687961509,5.230716671926766,10.055670790771272,73.55839687961509,52.307166719267656,100.55670790771272
2009,All opioids,All,Underlying,Male,SA,15-64,44,537212,8.190435061018741,5.951182284034519,10.995276776813148,81.90435061018741,59.51182284034519,109.95276776813148
2010,All opioids,All,Underlying,Male,SA,15-64,32,542932,5.89392410099239,4.031439670086997,8.320466663274269,58.9392410099239,40.31439670086997,83.20466663274269
2011,All opioids,All,Underlying,Male,SA,15-64,34,545798,6.229410880948629,4.314048045051353,8.704978978038326,62.29410880948629,43.140480450513536,87.04978978038326
2012,All opioids,All,Underlying,Male,SA,15-64,46,547516,8.401580958364686,6.151012789402313,11.206531612965657,84.01580958364687,61.51012789402313,112.06531612965657
2013,All opioids,All,Underlying,Male,SA,15-64,44,549059,8.013710730540797,5.822774122946263,10.75803261184198,80.13710730540797,58.22774122946263,107.5803261184198
2014,All opioids,All,Underlying,Male,SA,15-64,38,550754,6.899632140665342,4.882589303941525,9.470284212869732,68.99632140665342,48.82589303941525,94.70284212869731
2015,All opioids,All,Underlying,Male,SA,15-64,33,552286,5.975165041301065,4.113028680630006,8.391356076000134,59.75165041301065,41.130286806300056,83.91356076000135
2016,All opioids,All,Underlying,Male,SA,15-64,37,552022,6.702631416863821,4.719270909108344,9.238694630803748,67.02631416863821,47.192709091083444,92.38694630803748
1997,All opioids,All,Underlying,Female,SA,15-64,19,482642,3.9366652715677457,2.370135450892977,6.147590702516777,39.36665271567746,23.70135450892977,61.47590702516777
1998,All opioids,All,Underlying,Female,SA,15-64,14,486000,2.8806584362139915,1.5748834971308734,4.833254364905033,28.806584362139915,15.748834971308733,48.33254364905032
1999,All opioids,All,Underlying,Female,SA,15-64,18,489144,3.679897944163682,2.180936200183725,5.815828275537983,36.79897944163682,21.80936200183725,58.15828275537983
2e3,All opioids,All,Underlying,Female,SA,15-64,8,492214,1.6253093166793307,0.7016930484537318,3.2025072633475236,16.253093166793306,7.016930484537318,32.02507263347523
2001,All opioids,All,Underlying,Female,SA,15-64,9,494716,1.8192255758859628,0.8318673618054093,3.453457047861699,18.192255758859627,8.318673618054094,34.534570478616985
2002,All opioids,All,Underlying,Female,SA,15-64,15,498274,3.0103918727447145,1.684893344246113,4.965183741525579,30.103918727447144,16.848933442461128,49.65183741525579
2003,All opioids,All,Underlying,Female,SA,15-64,1,502269,0.19909650008262503,0.005035064237526035,1.1092946782564845,1.9909650008262503,0.05035064237526035,11.092946782564844
2004,All opioids,All,Underlying,Female,SA,15-64,5,505453,0.9892116576615433,0.32119418879664124,2.3084880236347214,9.892116576615432,3.2119418879664123,23.084880236347214
2005,All opioids,All,Underlying,Female,SA,15-64,14,509934,2.7454533331764504,1.5009655751638535,4.606403223444301,27.4545333317645,15.009655751638535,46.064032234443005
2006,All opioids,All,Underlying,Female,SA,15-64,11,515647,2.1332423149945603,1.0649053468874303,3.816954341496244,21.332423149945605,10.649053468874303,38.16954341496244
2007,All opioids,All,Underlying,Female,SA,15-64,18,521965,3.448507083808301,2.043799597104534,5.4501307674073,34.48507083808301,20.437995971045343,54.501307674073004
2008,All opioids,All,Underlying,Female,SA,15-64,18,527893,3.40978190656061,2.0208486505838645,5.388928260101482,34.097819065606096,20.208486505838646,53.88928260101481
2009,All opioids,All,Underlying,Female,SA,15-64,21,534109,3.931781714968293,2.4338396178182062,6.010145890853445,39.31781714968293,24.338396178182062,60.10145890853445
2010,All opioids,All,Underlying,Female,SA,15-64,24,539120,4.451699065143196,2.852288503892765,6.623775360100687,44.51699065143196,28.52288503892765,66.23775360100687
2011,All opioids,All,Underlying,Female,SA,15-64,11,541564,2.031154212613837,1.0139434072546603,3.634290786185038,20.31154212613837,10.139434072546603,36.34290786185038
2012,All opioids,All,Underlying,Female,SA,15-64,25,544195,4.593941509936696,2.972957065245213,6.781564278445061,45.939415099366954,29.72957065245213,67.81564278445062
2013,All opioids,All,Underlying,Female,SA,15-64,18,546846,3.291603120439758,1.9508085579901253,5.20215473096585,32.916031204397584,19.508085579901252,52.0215473096585
2014,All opioids,All,Underlying,Female,SA,15-64,23,550440,4.178475401496985,2.648796956677567,6.2697674020911,41.78475401496985,26.487969566775668,62.697674020910995
2015,All opioids,All,Underlying,Female,SA,15-64,23,553087,4.1584777801684005,2.6361201706668207,6.239761138495434,41.584777801684005,26.361201706668208,62.397611384954345
