year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2001,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,2,6433512,0.03108721954664886,0.0037647188537044437,0.11229780871877558,0.3108721954664886,0.037647188537044435,1.1229780871877557
2002,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,2,6517098,0.030688505834959055,0.0037164338977154834,0.11085751663791878,0.30688505834959057,0.037164338977154834,1.1085751663791878
2003,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,4,6607223,0.06053980620905333,0.016495419519260885,0.15500594956188743,0.6053980620905333,0.16495419519260884,1.5500594956188742
2004,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,2,6686902,0.029909216554990636,0.0036220605479089993,0.10804245373507003,0.29909216554990636,0.03622060547908999,1.0804245373507002
2005,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,5,6778408,0.07376363299465007,0.02395084012497163,0.17213956389320925,0.7376363299465006,0.2395084012497163,1.7213956389320926
2006,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,1,6878880,0.014537250250040703,0.00036764076121664633,0.08099637277481309,0.14537250250040704,0.0036764076121664634,0.8099637277481309
2007,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,3,7004854,0.042827445083080964,0.008832035869401905,0.1251600188737373,0.4282744508308096,0.08832035869401905,1.2516001887373729
2008,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,5,7148826,0.0699415540397822,0.022709822047680094,0.16322011432509909,0.6994155403978219,0.22709822047680095,1.6322011432509909
2009,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,0,7293343,0,0,0.05057872364391269,0,0,0.5057872364391269
2010,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,9,7399746,0.12162579634490157,0.05561516486686501,0.23088366234326804,1.2162579634490158,0.5561516486686501,2.3088366234326805
2011,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,19,7492143,0.2535990036495566,0.1526835398483302,0.3960262733698626,2.535990036495566,1.5268353984833019,3.9602627336986265
2012,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,33,7600965,0.4341554000051309,0.29885260067773284,0.6097158034262505,4.3415540000513095,2.9885260067773283,6.097158034262505
2013,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,35,7715158,0.45365240737778795,0.3159855404684374,0.6309207411323445,4.53652407377788,3.1598554046843743,6.309207411323445
2014,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,40,7820680,0.5114644762348031,0.36539771982453817,0.6964694027923132,5.11464476234803,3.6539771982453817,6.964694027923132
2015,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,43,7920702,0.5428811739161503,0.3928857762499125,0.7312576188336163,5.428811739161503,3.928857762499125,7.312576188336163
2016,Other synthetic narcotics,Accidental,Underlying,Female,AUS,15-64,55,8016946,0.6860467814052882,0.5168245162475766,0.8929845632933995,6.860467814052882,5.168245162475767,8.929845632933995
1997,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,26,6101794,0.4261041916524878,0.2783453987341568,0.6243415636956977,4.261041916524878,2.7834539873415682,6.243415636956977
1998,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,17,6174843,0.27531064352567347,0.16037857312190007,0.440799010765019,2.7531064352567345,1.6037857312190007,4.40799010765019
1999,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,24,6254708,0.38371095820940004,0.2458509299264918,0.5709314922675018,3.8371095820940004,2.458509299264918,5.709314922675018
2e3,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,18,6340314,0.28389761138013037,0.16825536664314542,0.44868085492449605,2.8389761138013037,1.6825536664314542,4.4868085492449605
2001,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,8,6433512,0.12434887818659544,0.05368500783889189,0.24501686017238145,1.2434887818659544,0.536850078388919,2.4501686017238145
2002,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,12,6517098,0.18413103500975433,0.09514362791024447,0.32163947070379445,1.8413103500975434,0.9514362791024447,3.2163947070379444
2003,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,9,6607223,0.13621456397037002,0.06228609111012673,0.2585776894301809,1.3621456397037002,0.6228609111012673,2.5857768943018087
2004,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,4,6686902,0.05981843310998127,0.016298865340378766,0.15315894790773701,0.5981843310998127,0.16298865340378765,1.53158947907737
2005,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,7,6778408,0.1032690861925101,0.04151944724223268,0.21277378833827246,1.032690861925101,0.41519447242232677,2.1277378833827245
2006,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,6,6878880,0.08722350150024423,0.03200944195644044,0.18984890717999967,0.8722350150024423,0.32009441956440443,1.8984890717999967
2007,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,9,7004854,0.12848233524924288,0.05875041703409163,0.2438995098099044,1.2848233524924288,0.5875041703409163,2.4389950980990442
2008,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,8,7148826,0.11190648646365152,0.04831326740245254,0.22050038847236428,1.1190648646365151,0.48313267402452537,2.205003884723643
2009,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,5,7293343,0.06855566781927025,0.022259828765742774,0.15998592099812675,0.6855566781927025,0.22259828765742773,1.5998592099812674
2010,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,18,7399746,0.24325159268980315,0.14416601011746458,0.38444258843610996,2.4325159268980316,1.4416601011746457,3.8444258843610997
2011,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,26,7492143,0.3470302155204459,0.22669165336589087,0.5084798311122767,3.470302155204459,2.2669165336589088,5.084798311122767
2012,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,49,7600965,0.6446549878864065,0.47691929345426015,0.852268058839886,6.446549878864065,4.769192934542602,8.52268058839886
2013,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,51,7715158,0.6610363650362053,0.4921849870389954,0.8691406601068676,6.6103636503620535,4.921849870389954,8.691406601068676
2014,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,58,7820680,0.7416234905404645,0.5631458188301336,0.9587206765439515,7.416234905404645,5.631458188301336,9.587206765439515
2015,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,67,7920702,0.845884619822839,0.6555490760458729,1.074243563197971,8.45884619822839,6.555490760458729,10.74243563197971
2016,Other synthetic narcotics,All,Underlying,Female,AUS,15-64,73,8016946,0.9105711825924735,0.7137424508305499,1.1449065824168583,9.105711825924734,7.137424508305498,11.449065824168583
1997,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,21,6101794,0.3441610778731632,0.2130415488351892,0.5260867560618799,3.441610778731632,2.130415488351892,5.2608675606188
1998,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,25,6174843,0.40486859342010806,0.262009636539928,0.5976659443014842,4.048685934201081,2.62009636539928,5.976659443014842
1999,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,40,6254708,0.6395182636823334,0.4568812228288466,0.8708423045535919,6.395182636823335,4.568812228288466,8.70842304553592
2e3,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,25,6340314,0.39430223802795883,0.25517164766936123,0.5820679184829662,3.9430223802795883,2.5517164766936125,5.820679184829663
2001,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,19,6433512,0.29532858569316417,0.17780753564925164,0.46119218738444917,2.953285856931642,1.7780753564925165,4.611921873844492
2002,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,8,6517098,0.12275402333983622,0.05299646286608013,0.24187436035507495,1.2275402333983623,0.5299646286608013,2.4187436035507495
2003,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,10,6607223,0.15134951552263334,0.07257797394156318,0.27833718369610855,1.5134951552263334,0.7257797394156318,2.7833718369610856
2004,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,8,6686902,0.11963686621996254,0.051650695965277355,0.23573231821272964,1.1963686621996255,0.5165069596527736,2.3573231821272964
2005,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,8,6778408,0.11802181279144013,0.05095343068042011,0.23255001913743437,1.1802181279144013,0.5095343068042011,2.325500191374344
2006,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,4,6878880,0.05814900100016281,0.015843991353579282,0.1488845386286928,0.5814900100016281,0.15843991353579281,1.488845386286928
2007,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,10,7004854,0.14275815027693656,0.06845808045679423,0.2625373550786574,1.4275815027693657,0.6845808045679423,2.625373550786574
2008,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,21,7148826,0.2937545269670852,0.1818390382467365,0.4490349900274314,2.937545269670852,1.818390382467365,4.490349900274314
2009,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,33,7293343,0.45246740760718374,0.31145774412507726,0.6354326790594945,4.524674076071838,3.1145774412507725,6.354326790594945
2010,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,18,7399746,0.24325159268980315,0.14416601011746458,0.38444258843610996,2.4325159268980316,1.4416601011746457,3.8444258843610997
2011,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,34,7492143,0.4538087433728908,0.31427574125226104,0.6341523535062481,4.538087433728908,3.1427574125226103,6.341523535062481
2012,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,20,7600965,0.2631244848515945,0.16072357649567925,0.4063744261300642,2.631244848515945,1.6072357649567925,4.063744261300642
2013,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,10,7715158,0.12961497353651086,0.06215541648273398,0.23836658197695412,1.2961497353651086,0.6215541648273398,2.3836658197695413
2014,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,11,7820680,0.14065273096457084,0.0702132356018227,0.25166623047222414,1.4065273096457085,0.702132356018227,2.5166623047222414
2015,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,5,7920702,0.06312571789722678,0.020496739595786927,0.14731424020373962,0.6312571789722677,0.20496739595786928,1.4731424020373962
2016,Other and unspecified narcotics,Accidental,Underlying,Female,AUS,15-64,2,8016946,0.024947155687465025,0.0030211459478377157,0.09011777052832179,0.24947155687465025,0.030211459478377157,0.901177705283218
1997,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,21,6101794,0.3441610778731632,0.2130415488351892,0.5260867560618799,3.441610778731632,2.130415488351892,5.2608675606188
1998,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,28,6174843,0.45345282463052095,0.3013161079909768,0.6553660789172568,4.534528246305209,3.013161079909768,6.553660789172568
1999,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,46,6254708,0.7354460032346835,0.5384388717111009,0.9809819039680997,7.354460032346834,5.384388717111009,9.809819039680997
2e3,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,27,6340314,0.4258464170701956,0.28063546964109304,0.6195845047452478,4.258464170701956,2.8063546964109305,6.195845047452479
2001,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,20,6433512,0.3108721954664886,0.1898891740030143,0.480116892594543,3.108721954664886,1.898891740030143,4.80116892594543
2002,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,8,6517098,0.12275402333983622,0.05299646286608013,0.24187436035507495,1.2275402333983623,0.5299646286608013,2.4187436035507495
2003,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,14,6607223,0.21188932173168665,0.11584191718753924,0.3555142033716504,2.1188932173168666,1.1584191718753925,3.5551420337165043
2004,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,9,6686902,0.13459147449745787,0.06154390983491681,0.255496559825454,1.3459147449745787,0.6154390983491681,2.55496559825454
2005,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,9,6778408,0.13277453939037012,0.060713089823292564,0.25204745080112445,1.3277453939037012,0.6071308982329257,2.5204745080112447
2006,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,7,6878880,0.10176075175028493,0.040913019756461506,0.20966604288233734,1.0176075175028494,0.40913019756461505,2.0966604288233732
2007,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,22,7004854,0.3140679306092604,0.19682429570100787,0.47550262801246246,3.140679306092604,1.9682429570100788,4.755026280124625
2008,Other and unspecified narcotics,All,Underlying,Female,AUS,15-64,31,7148826,0.43363763504664965,0.29463570114877924,0.6155138410773292,4.336376350466496,2.9463570114877924,6.155138410773292
