year,sex,age,location,n
2001,female,64,WA,7006
2002,female,64,WA,7338
2003,female,64,WA,7647
2004,female,64,WA,7750
2005,female,64,WA,7990
2006,female,64,WA,8474
2007,female,64,WA,8466
2008,female,64,WA,9375
2009,female,64,WA,9613
2010,female,64,WA,9851
2011,female,64,WA,12266
2012,female,64,WA,11857
2013,female,64,WA,12008
2014,female,64,WA,12201
2015,female,64,WA,12479
2016,female,64,WA,12635
2017,female,64,WA,13135
1971,female,65,WA,3655
1972,female,65,WA,3455
1973,female,65,WA,3794
1974,female,65,WA,3868
1975,female,65,WA,3802
1976,female,65,WA,4011
1977,female,65,WA,4171
1978,female,65,WA,4295
1979,female,65,WA,4573
1980,female,65,WA,4626
1981,female,65,WA,4602
1982,female,65,WA,4318
1983,female,65,WA,4165
1984,female,65,WA,4262
1985,female,65,WA,5039
1986,female,65,WA,5587
1987,female,65,WA,5636
1988,female,65,WA,5561
1989,female,65,WA,5691
1990,female,65,WA,5623
1991,female,65,WA,6081
1992,female,65,WA,6011
1993,female,65,WA,6073
1994,female,65,WA,5963
1995,female,65,WA,6143
1996,female,65,WA,6390
1997,female,65,WA,6007
1998,female,65,WA,6163
1999,female,65,WA,6229
2e3,female,65,WA,6454
2001,female,65,WA,6873
2002,female,65,WA,7010
2003,female,65,WA,7290
2004,female,65,WA,7566
2005,female,65,WA,7722
2006,female,65,WA,7932
2007,female,65,WA,8454
2008,female,65,WA,8448
2009,female,65,WA,9359
2010,female,65,WA,9585
2011,female,65,WA,9808
2012,female,65,WA,12113
2013,female,65,WA,11775
2014,female,65,WA,11867
2015,female,65,WA,12076
2016,female,65,WA,12348
2017,female,65,WA,12554
1971,female,66,WA,3263
1972,female,66,WA,3614
1973,female,66,WA,3415
1974,female,66,WA,3781
1975,female,66,WA,3824
1976,female,66,WA,3817
1977,female,66,WA,4030
1978,female,66,WA,4168
1979,female,66,WA,4230
1980,female,66,WA,4554
1981,female,66,WA,4622
1982,female,66,WA,4615
1983,female,66,WA,4314
1984,female,66,WA,4126
1985,female,66,WA,4209
1986,female,66,WA,5086
1987,female,66,WA,5531
1988,female,66,WA,5607
1989,female,66,WA,5487
1990,female,66,WA,5657
1991,female,66,WA,5609
1992,female,66,WA,6021
1993,female,66,WA,5958
1994,female,66,WA,6010
1995,female,66,WA,5940
1996,female,66,WA,6146
1997,female,66,WA,6326
1998,female,66,WA,5970
1999,female,66,WA,6133
2e3,female,66,WA,6197
2001,female,66,WA,6415
2002,female,66,WA,6826
2003,female,66,WA,6976
2004,female,66,WA,7242
2005,female,66,WA,7497
2006,female,66,WA,7687
2007,female,66,WA,7918
2008,female,66,WA,8401
2009,female,66,WA,8445
2010,female,66,WA,9299
2011,female,66,WA,9550
2012,female,66,WA,9716
2013,female,66,WA,11957
2014,female,66,WA,11620
2015,female,66,WA,11732
2016,female,66,WA,11970
2017,female,66,WA,12248
1971,female,67,WA,3082
1972,female,67,WA,3224
1973,female,67,WA,3559
1974,female,67,WA,3374
1975,female,67,WA,3764
1976,female,67,WA,3785
1977,female,67,WA,3780
1978,female,67,WA,4060
1979,female,67,WA,4123
1980,female,67,WA,4178
1981,female,67,WA,4519
1982,female,67,WA,4605
1983,female,67,WA,4615
1984,female,67,WA,4289
1985,female,67,WA,4087
1986,female,67,WA,4141
1987,female,67,WA,5109
1988,female,67,WA,5506
1989,female,67,WA,5542
1990,female,67,WA,5411
1991,female,67,WA,5575
1992,female,67,WA,5547
1993,female,67,WA,5929
1994,female,67,WA,5896
1995,female,67,WA,5953
1996,female,67,WA,5893
1997,female,67,WA,6085
1998,female,67,WA,6254
1999,female,67,WA,5953
2e3,female,67,WA,6067
2001,female,67,WA,6183
2002,female,67,WA,6382
2003,female,67,WA,6780
2004,female,67,WA,6909
2005,female,67,WA,7186
2006,female,67,WA,7430
2007,female,67,WA,7623
2008,female,67,WA,7821
2009,female,67,WA,8362
2010,female,67,WA,8401
2011,female,67,WA,9295
2012,female,67,WA,9414
2013,female,67,WA,9608
2014,female,67,WA,11811
2015,female,67,WA,11491
2016,female,67,WA,11585
2017,female,67,WA,11896
1971,female,68,WA,2893
1972,female,68,WA,3071
1973,female,68,WA,3169
1974,female,68,WA,3506
1975,female,68,WA,3319
1976,female,68,WA,3742
1977,female,68,WA,3765
1978,female,68,WA,3771
1979,female,68,WA,4060
1980,female,68,WA,4107
1981,female,68,WA,4124
1982,female,68,WA,4542
1983,female,68,WA,4571
1984,female,68,WA,4608
1985,female,68,WA,4267
1986,female,68,WA,4049
1987,female,68,WA,4144
1988,female,68,WA,5096
1989,female,68,WA,5468
1990,female,68,WA,5477
1991,female,68,WA,5307
1992,female,68,WA,5515
1993,female,68,WA,5462
1994,female,68,WA,5830
1995,female,68,WA,5848
1996,female,68,WA,5879
1997,female,68,WA,5869
1998,female,68,WA,6019
1999,female,68,WA,6182
2e3,female,68,WA,5912
2001,female,68,WA,6011
2002,female,68,WA,6132
2003,female,68,WA,6334
2004,female,68,WA,6697
2005,female,68,WA,6835
2006,female,68,WA,7104
2007,female,68,WA,7391
2008,female,68,WA,7553
2009,female,68,WA,7763
2010,female,68,WA,8302
2011,female,68,WA,8382
2012,female,68,WA,9149
2013,female,68,WA,9290
2014,female,68,WA,9508
2015,female,68,WA,11669
2016,female,68,WA,11398
2017,female,68,WA,11499
1971,female,69,WA,2767
1972,female,69,WA,2868
1973,female,69,WA,3059
1974,female,69,WA,3088
1975,female,69,WA,3428
1976,female,69,WA,3254
1977,female,69,WA,3674
1978,female,69,WA,3757
1979,female,69,WA,3711
1980,female,69,WA,4052
1981,female,69,WA,4076
1982,female,69,WA,4124
1983,female,69,WA,4535
1984,female,69,WA,4493
1985,female,69,WA,4592
1986,female,69,WA,4241
1987,female,69,WA,4034
1988,female,69,WA,4132
1989,female,69,WA,5090
1990,female,69,WA,5399
1991,female,69,WA,5385
1992,female,69,WA,5275
1993,female,69,WA,5442
1994,female,69,WA,5378
1995,female,69,WA,5726
1996,female,69,WA,5793
1997,female,69,WA,5862
1998,female,69,WA,5831
1999,female,69,WA,5954
2e3,female,69,WA,6118
2001,female,69,WA,5864
2002,female,69,WA,5972
2003,female,69,WA,6067
2004,female,69,WA,6270
2005,female,69,WA,6591
2006,female,69,WA,6746
2007,female,69,WA,7046
2008,female,69,WA,7320
2009,female,69,WA,7480
2010,female,69,WA,7720
2011,female,69,WA,8276
2012,female,69,WA,8282
2013,female,69,WA,9041
2014,female,69,WA,9127
2015,female,69,WA,9390
2016,female,69,WA,11495
2017,female,69,WA,11320
1971,female,70,WA,2868
1972,female,70,WA,2704
1973,female,70,WA,2835
1974,female,70,WA,3028
1975,female,70,WA,3011
1976,female,70,WA,3362
1977,female,70,WA,3187
1978,female,70,WA,3613
1979,female,70,WA,3718
1980,female,70,WA,3653
1981,female,70,WA,4045
1982,female,70,WA,4052
1983,female,70,WA,4081
1984,female,70,WA,4511
1985,female,70,WA,4453
1986,female,70,WA,4561
1987,female,70,WA,4193
1988,female,70,WA,3982
1989,female,70,WA,4105
1990,female,70,WA,5076
1991,female,70,WA,5311
1992,female,70,WA,5317
1993,female,70,WA,5224
1994,female,70,WA,5377
1995,female,70,WA,5297
1996,female,70,WA,5622
1997,female,70,WA,5728
1998,female,70,WA,5802
1999,female,70,WA,5800
2e3,female,70,WA,5876
2001,female,70,WA,6046
2002,female,70,WA,5845
2003,female,70,WA,5900
2004,female,70,WA,5973
2005,female,70,WA,6214
2006,female,70,WA,6482
2007,female,70,WA,6678
2008,female,70,WA,6952
2009,female,70,WA,7263
2010,female,70,WA,7404
2011,female,70,WA,7669
2012,female,70,WA,8185
2013,female,70,WA,8146
2014,female,70,WA,8896
2015,female,70,WA,8976
2016,female,70,WA,9263
2017,female,70,WA,11390
1971,female,71,WA,2662
1972,female,71,WA,2832
1973,female,71,WA,2645
1974,female,71,WA,2780
1975,female,71,WA,3000
1976,female,71,WA,2915
1977,female,71,WA,3285
1978,female,71,WA,3133
1979,female,71,WA,3524
1980,female,71,WA,3681
1981,female,71,WA,3575
1982,female,71,WA,3993
1983,female,71,WA,4023
1984,female,71,WA,4025
1985,female,71,WA,4475
1986,female,71,WA,4407
1987,female,71,WA,4493
1988,female,71,WA,4112
1989,female,71,WA,3966
1990,female,71,WA,4072
1991,female,71,WA,5025
1992,female,71,WA,5214
1993,female,71,WA,5240
1994,female,71,WA,5176
1995,female,71,WA,5318
1996,female,71,WA,5214
1997,female,71,WA,5562
1998,female,71,WA,5665
1999,female,71,WA,5746
2e3,female,71,WA,5755
2001,female,71,WA,5803
2002,female,71,WA,5952
2003,female,71,WA,5781
2004,female,71,WA,5848
2005,female,71,WA,5882
2006,female,71,WA,6152
2007,female,71,WA,6440
2008,female,71,WA,6562
2009,female,71,WA,6863
2010,female,71,WA,7190
2011,female,71,WA,7369
2012,female,71,WA,7576
2013,female,71,WA,8059
2014,female,71,WA,8001
2015,female,71,WA,8728
2016,female,71,WA,8817
2017,female,71,WA,9181
1971,female,72,WA,2245
1972,female,72,WA,2651
1973,female,72,WA,2781
1974,female,72,WA,2575
1975,female,72,WA,2719
1976,female,72,WA,2948
1977,female,72,WA,2898
1978,female,72,WA,3180
1979,female,72,WA,3059
1980,female,72,WA,3425
1981,female,72,WA,3639
1982,female,72,WA,3555
1983,female,72,WA,3931
1984,female,72,WA,3965
1985,female,72,WA,3990
1986,female,72,WA,4473
1987,female,72,WA,4364
1988,female,72,WA,4417
1989,female,72,WA,4022
1990,female,72,WA,3927
1991,female,72,WA,4036
1992,female,72,WA,4941
1993,female,72,WA,5088
1994,female,72,WA,5177
1995,female,72,WA,5135
1996,female,72,WA,5248
1997,female,72,WA,5193
1998,female,72,WA,5486
1999,female,72,WA,5582
2e3,female,72,WA,5685
2001,female,72,WA,5714
2002,female,72,WA,5781
2003,female,72,WA,5841
2004,female,72,WA,5738
2005,female,72,WA,5775
2006,female,72,WA,5779
2007,female,72,WA,6110
2008,female,72,WA,6398
2009,female,72,WA,6461
2010,female,72,WA,6783
2011,female,72,WA,7131
2012,female,72,WA,7260
2013,female,72,WA,7474
2014,female,72,WA,7933
2015,female,72,WA,7867
2016,female,72,WA,8593
2017,female,72,WA,8730
1971,female,73,WA,2077
1972,female,73,WA,2156
1973,female,73,WA,2615
1974,female,73,WA,2728
1975,female,73,WA,2505
1976,female,73,WA,2640
1977,female,73,WA,2862
1978,female,73,WA,2855
1979,female,73,WA,3082
1980,female,73,WA,2978
1981,female,73,WA,3318
1982,female,73,WA,3525
1983,female,73,WA,3524
1984,female,73,WA,3855
1985,female,73,WA,3892
1986,female,73,WA,3929
1987,female,73,WA,4379
1988,female,73,WA,4327
1989,female,73,WA,4366
1990,female,73,WA,3953
1991,female,73,WA,3853
1992,female,73,WA,3908
1993,female,73,WA,4868
1994,female,73,WA,4970
1995,female,73,WA,5120
1996,female,73,WA,5082
1997,female,73,WA,5133
1998,female,73,WA,5175
1999,female,73,WA,5403
2e3,female,73,WA,5491
2001,female,73,WA,5608
2002,female,73,WA,5604
2003,female,73,WA,5713
2004,female,73,WA,5750
2005,female,73,WA,5668
2006,female,73,WA,5682
2007,female,73,WA,5704
2008,female,73,WA,6041
2009,female,73,WA,6352
2010,female,73,WA,6352
2011,female,73,WA,6720
2012,female,73,WA,7009
2013,female,73,WA,7175
2014,female,73,WA,7356
2015,female,73,WA,7805
2016,female,73,WA,7734
2017,female,73,WA,8498
1971,female,74,WA,1779
1972,female,74,WA,1992
1973,female,74,WA,2075
1974,female,74,WA,2562
1975,female,74,WA,2674
1976,female,74,WA,2405
1977,female,74,WA,2539
1978,female,74,WA,2763
1979,female,74,WA,2798
1980,female,74,WA,2996
1981,female,74,WA,2906
1982,female,74,WA,3240
1983,female,74,WA,3435
1984,female,74,WA,3464
1985,female,74,WA,3763
1986,female,74,WA,3819
1987,female,74,WA,3839
1988,female,74,WA,4270
1989,female,74,WA,4255
1990,female,74,WA,4265
1991,female,74,WA,3846
1992,female,74,WA,3758
1993,female,74,WA,3772
1994,female,74,WA,4776
1995,female,74,WA,4856
1996,female,74,WA,5034
1997,female,74,WA,4973
1998,female,74,WA,5022
1999,female,74,WA,5146
2e3,female,74,WA,5309
2001,female,74,WA,5407
2002,female,74,WA,5504
2003,female,74,WA,5474
2004,female,74,WA,5640
2005,female,74,WA,5643
2006,female,74,WA,5578
2007,female,74,WA,5625
2008,female,74,WA,5648
2009,female,74,WA,5987
2010,female,74,WA,6265
2011,female,74,WA,6255
2012,female,74,WA,6623
2013,female,74,WA,6909
2014,female,74,WA,7068
2015,female,74,WA,7247
2016,female,74,WA,7657
2017,female,74,WA,7616
1971,female,75,WA,1882
1972,female,75,WA,1717
1973,female,75,WA,1911
1974,female,75,WA,1987
1975,female,75,WA,2517
1976,female,75,WA,2611
1977,female,75,WA,2329
1978,female,75,WA,2447
1979,female,75,WA,2643
1980,female,75,WA,2745
1981,female,75,WA,2924
1982,female,75,WA,2838
1983,female,75,WA,3162
1984,female,75,WA,3313
1985,female,75,WA,3420
1986,female,75,WA,3661
1987,female,75,WA,3724
1988,female,75,WA,3714
1989,female,75,WA,4145
1990,female,75,WA,4164
1991,female,75,WA,4149
1992,female,75,WA,3745
1993,female,75,WA,3649
1994,female,75,WA,3633
1995,female,75,WA,4668
1996,female,75,WA,4731
1997,female,75,WA,4929
1998,female,75,WA,4872
1999,female,75,WA,4891
2e3,female,75,WA,5113
2001,female,75,WA,5220
2002,female,75,WA,5302
2003,female,75,WA,5410
2004,female,75,WA,5347
2005,female,75,WA,5558
2006,female,75,WA,5500
2007,female,75,WA,5509
2008,female,75,WA,5557
2009,female,75,WA,5570
2010,female,75,WA,5916
2011,female,75,WA,6226
2012,female,75,WA,6155
2013,female,75,WA,6543
2014,female,75,WA,6777
2015,female,75,WA,6973
2016,female,75,WA,7130
2017,female,75,WA,7558
1971,female,76,WA,1735
1972,female,76,WA,1793
1973,female,76,WA,1643
1974,female,76,WA,1821
1975,female,76,WA,1887
1976,female,76,WA,2454
1977,female,76,WA,2488
1978,female,76,WA,2255
1979,female,76,WA,2354
1980,female,76,WA,2526
1981,female,76,WA,2684
1982,female,76,WA,2843
1983,female,76,WA,2770
1984,female,76,WA,3061
1985,female,76,WA,3188
1986,female,76,WA,3355
1987,female,76,WA,3529
1988,female,76,WA,3608
1989,female,76,WA,3596
1990,female,76,WA,4002
1991,female,76,WA,4055
1992,female,76,WA,4024
1993,female,76,WA,3649
1994,female,76,WA,3547
1995,female,76,WA,3490
1996,female,76,WA,4602
1997,female,76,WA,4645
1998,female,76,WA,4814
1999,female,76,WA,4762
2e3,female,76,WA,4773
2001,female,76,WA,5072
2002,female,76,WA,5109
2003,female,76,WA,5167
2004,female,76,WA,5264
2005,female,76,WA,5225
2006,female,76,WA,5462
2007,female,76,WA,5415
2008,female,76,WA,5417
2009,female,76,WA,5471
2010,female,76,WA,5496
2011,female,76,WA,5865
2012,female,76,WA,6081
2013,female,76,WA,6070
2014,female,76,WA,6416
2015,female,76,WA,6637
2016,female,76,WA,6831
2017,female,76,WA,7012
1971,female,77,WA,1522
1972,female,77,WA,1617
1973,female,77,WA,1711
1974,female,77,WA,1589
1975,female,77,WA,1744
1976,female,77,WA,1796
1977,female,77,WA,2324
1978,female,77,WA,2371
1979,female,77,WA,2170
1980,female,77,WA,2263
1981,female,77,WA,2401
1982,female,77,WA,2585
1983,female,77,WA,2752
1984,female,77,WA,2688
1985,female,77,WA,2979
1986,female,77,WA,3049
1987,female,77,WA,3263
1988,female,77,WA,3385
1989,female,77,WA,3479
1990,female,77,WA,3469
1991,female,77,WA,3831
1992,female,77,WA,3881
1993,female,77,WA,3880
1994,female,77,WA,3534
1995,female,77,WA,3430
1996,female,77,WA,3356
1997,female,77,WA,4458
1998,female,77,WA,4539
1999,female,77,WA,4687
2e3,female,77,WA,4641
2001,female,77,WA,4629
2002,female,77,WA,4921
2003,female,77,WA,4997
2004,female,77,WA,5024
2005,female,77,WA,5134
2006,female,77,WA,5093
2007,female,77,WA,5341
2008,female,77,WA,5348
2009,female,77,WA,5304
2010,female,77,WA,5391
2011,female,77,WA,5438
2012,female,77,WA,5688
2013,female,77,WA,5945
2014,female,77,WA,5956
2015,female,77,WA,6287
2016,female,77,WA,6475
2017,female,77,WA,6713
1971,female,78,WA,1449
1972,female,78,WA,1455
1973,female,78,WA,1501
1974,female,78,WA,1622
1975,female,78,WA,1511
1976,female,78,WA,1645
1977,female,78,WA,1721
1978,female,78,WA,2198
1979,female,78,WA,2242
1980,female,78,WA,2067
1981,female,78,WA,2160
1982,female,78,WA,2319
1983,female,78,WA,2475
1984,female,78,WA,2667
1985,female,78,WA,2618
1986,female,78,WA,2871
1987,female,78,WA,2950
1988,female,78,WA,3132
1989,female,78,WA,3247
1990,female,78,WA,3332
1991,female,78,WA,3330
1992,female,78,WA,3697
1993,female,78,WA,3708
1994,female,78,WA,3732
1995,female,78,WA,3412
1996,female,78,WA,3305
1997,female,78,WA,3323
1998,female,78,WA,4313
1999,female,78,WA,4451
2e3,female,78,WA,4541
2001,female,78,WA,4529
2002,female,78,WA,4520
2003,female,78,WA,4780
2004,female,78,WA,4845
2005,female,78,WA,4894
2006,female,78,WA,5014
2007,female,78,WA,4982
2008,female,78,WA,5198
2009,female,78,WA,5247
2010,female,78,WA,5197
2011,female,78,WA,5313
2012,female,78,WA,5291
2013,female,78,WA,5529
2014,female,78,WA,5761
2015,female,78,WA,5837
2016,female,78,WA,6150
2017,female,78,WA,6334
1971,female,79,WA,1292
1972,female,79,WA,1380
1973,female,79,WA,1370
1974,female,79,WA,1362
1975,female,79,WA,1533
1976,female,79,WA,1440
1977,female,79,WA,1541
1978,female,79,WA,1643
1979,female,79,WA,2067
1980,female,79,WA,2099
1981,female,79,WA,1963
1982,female,79,WA,2075
1983,female,79,WA,2246
1984,female,79,WA,2368
1985,female,79,WA,2557
1986,female,79,WA,2521
1987,female,79,WA,2751
1988,female,79,WA,2832
1989,female,79,WA,3004
1990,female,79,WA,3086
1991,female,79,WA,3170
1992,female,79,WA,3221
1993,female,79,WA,3533
1994,female,79,WA,3547
1995,female,79,WA,3583
1996,female,79,WA,3268
1997,female,79,WA,3196
1998,female,79,WA,3257
1999,female,79,WA,4141
2e3,female,79,WA,4361
2001,female,79,WA,4416
2002,female,79,WA,4377
2003,female,79,WA,4402
2004,female,79,WA,4597
2005,female,79,WA,4682
2006,female,79,WA,4749
2007,female,79,WA,4891
2008,female,79,WA,4861
2009,female,79,WA,5081
2010,female,79,WA,5117
2011,female,79,WA,5113
2012,female,79,WA,5165
2013,female,79,WA,5121
2014,female,79,WA,5361
2015,female,79,WA,5601
2016,female,79,WA,5689
2017,female,79,WA,6014
1971,female,80,WA,1239
1972,female,80,WA,1209
1973,female,80,WA,1302
1974,female,80,WA,1286
1975,female,80,WA,1254
1976,female,80,WA,1429
1977,female,80,WA,1346
1978,female,80,WA,1462
1979,female,80,WA,1544
1980,female,80,WA,1926
1981,female,80,WA,1953
1982,female,80,WA,1875
1983,female,80,WA,1976
1984,female,80,WA,2132
1985,female,80,WA,2232
1986,female,80,WA,2442
1987,female,80,WA,2407
1988,female,80,WA,2636
1989,female,80,WA,2698
1990,female,80,WA,2838
1991,female,80,WA,2905
1992,female,80,WA,3062
1993,female,80,WA,3120
1994,female,80,WA,3388
1995,female,80,WA,3380
1996,female,80,WA,3422
1997,female,80,WA,3148
1998,female,80,WA,3076
1999,female,80,WA,3178
2e3,female,80,WA,3971
2001,female,80,WA,4259
2002,female,80,WA,4241
2003,female,80,WA,4219
2004,female,80,WA,4257
2005,female,80,WA,4405
2006,female,80,WA,4520
2007,female,80,WA,4629
2008,female,80,WA,4746
2009,female,80,WA,4717
2010,female,80,WA,4935
2011,female,80,WA,5022
2012,female,80,WA,4940
2013,female,80,WA,4978
2014,female,80,WA,4928
2015,female,80,WA,5157
2016,female,80,WA,5389
2017,female,80,WA,5526
1971,female,81,WA,1033
1972,female,81,WA,1152
1973,female,81,WA,1130
1974,female,81,WA,1226
1975,female,81,WA,1215
1976,female,81,WA,1128
1977,female,81,WA,1323
1978,female,81,WA,1266
1979,female,81,WA,1373
1980,female,81,WA,1462
1981,female,81,WA,1791
1982,female,81,WA,1860
1983,female,81,WA,1791
1984,female,81,WA,1885
1985,female,81,WA,2035
1986,female,81,WA,2078
1987,female,81,WA,2309
1988,female,81,WA,2291
1989,female,81,WA,2484
1990,female,81,WA,2559
1991,female,81,WA,2688
1992,female,81,WA,2769
1993,female,81,WA,2935
1994,female,81,WA,2984
1995,female,81,WA,3234
1996,female,81,WA,3207
1997,female,81,WA,3280
1998,female,81,WA,3017
1999,female,81,WA,2957
2e3,female,81,WA,3066
2001,female,81,WA,3819
2002,female,81,WA,4053
2003,female,81,WA,4059
2004,female,81,WA,4038
2005,female,81,WA,4113
2006,female,81,WA,4212
2007,female,81,WA,4345
2008,female,81,WA,4472
2009,female,81,WA,4580
2010,female,81,WA,4586
2011,female,81,WA,4789
2012,female,81,WA,4837
2013,female,81,WA,4757
2014,female,81,WA,4807
2015,female,81,WA,4743
2016,female,81,WA,4947
2017,female,81,WA,5216
1971,female,82,WA,958
1972,female,82,WA,969
1973,female,82,WA,1064
1974,female,82,WA,1033
1975,female,82,WA,1164
1976,female,82,WA,1143
1977,female,82,WA,1077
1978,female,82,WA,1225
1979,female,82,WA,1184
1980,female,82,WA,1282
1981,female,82,WA,1367
1982,female,82,WA,1685
1983,female,82,WA,1761
1984,female,82,WA,1700
1985,female,82,WA,1804
1986,female,82,WA,1959
1987,female,82,WA,1964
1988,female,82,WA,2151
1989,female,82,WA,2157
1990,female,82,WA,2347
1991,female,82,WA,2418
1992,female,82,WA,2553
1993,female,82,WA,2637
1994,female,82,WA,2772
1995,female,82,WA,2839
1996,female,82,WA,3063
1997,female,82,WA,3068
1998,female,82,WA,3122
1999,female,82,WA,2891
2e3,female,82,WA,2813
2001,female,82,WA,2967
2002,female,82,WA,3663
2003,female,82,WA,3853
2004,female,82,WA,3851
2005,female,82,WA,3832
2006,female,82,WA,3941
2007,female,82,WA,4078
2008,female,82,WA,4174
2009,female,82,WA,4307
2010,female,82,WA,4416
2011,female,82,WA,4442
2012,female,82,WA,4593
2013,female,82,WA,4588
2014,female,82,WA,4555
2015,female,82,WA,4643
2016,female,82,WA,4539
2017,female,82,WA,4786
1971,female,83,WA,855
1972,female,83,WA,874
1973,female,83,WA,887
1974,female,83,WA,967
1975,female,83,WA,947
1976,female,83,WA,1093
1977,female,83,WA,1040
1978,female,83,WA,1022
1979,female,83,WA,1114
1980,female,83,WA,1092
1981,female,83,WA,1189
1982,female,83,WA,1275
1983,female,83,WA,1585
1984,female,83,WA,1655
1985,female,83,WA,1586
1986,female,83,WA,1701
1987,female,83,WA,1824
1988,female,83,WA,1815
1989,female,83,WA,1994
1990,female,83,WA,2014
1991,female,83,WA,2209
1992,female,83,WA,2276
1993,female,83,WA,2409
1994,female,83,WA,2474
1995,female,83,WA,2612
1996,female,83,WA,2684
1997,female,83,WA,2902
1998,female,83,WA,2941
1999,female,83,WA,2978
2e3,female,83,WA,2750
2001,female,83,WA,2678
2002,female,83,WA,2813
2003,female,83,WA,3467
2004,female,83,WA,3610
2005,female,83,WA,3646
2006,female,83,WA,3627
2007,female,83,WA,3751
2008,female,83,WA,3916
2009,female,83,WA,3997
2010,female,83,WA,4103
2011,female,83,WA,4245
2012,female,83,WA,4207
2013,female,83,WA,4351
2014,female,83,WA,4358
2015,female,83,WA,4328
2016,female,83,WA,4413
2017,female,83,WA,4322
1971,female,84,WA,791
1972,female,84,WA,771
1973,female,84,WA,789
1974,female,84,WA,814
1975,female,84,WA,869
1976,female,84,WA,863
1977,female,84,WA,976
1978,female,84,WA,951
1979,female,84,WA,961
1980,female,84,WA,1010
1981,female,84,WA,999
1982,female,84,WA,1094
1983,female,84,WA,1183
1984,female,84,WA,1457
1985,female,84,WA,1549
1986,female,84,WA,1468
1987,female,84,WA,1558
1988,female,84,WA,1701
1989,female,84,WA,1681
1990,female,84,WA,1806
1991,female,84,WA,1872
1992,female,84,WA,2046
1993,female,84,WA,2123
1994,female,84,WA,2240
1995,female,84,WA,2322
1996,female,84,WA,2463
1997,female,84,WA,2526
1998,female,84,WA,2720
1999,female,84,WA,2777
2e3,female,84,WA,2814
2001,female,84,WA,2620
2002,female,84,WA,2495
2003,female,84,WA,2627
2004,female,84,WA,3278
2005,female,84,WA,3369
2006,female,84,WA,3423
2007,female,84,WA,3415
2008,female,84,WA,3534
2009,female,84,WA,3689
2010,female,84,WA,3793
2011,female,84,WA,3909
2012,female,84,WA,3997
2013,female,84,WA,3956
2014,female,84,WA,4081
2015,female,84,WA,4124
2016,female,84,WA,4081
2017,female,84,WA,4188
1971,female,85,WA,560
1972,female,85,WA,694
1973,female,85,WA,673
1974,female,85,WA,724
1975,female,85,WA,747
1976,female,85,WA,766
1977,female,85,WA,792
1978,female,85,WA,876
1979,female,85,WA,852
1980,female,85,WA,892
1981,female,85,WA,911
1982,female,85,WA,922
1983,female,85,WA,1009
1984,female,85,WA,1089
1985,female,85,WA,1337
1986,female,85,WA,1416
1987,female,85,WA,1329
1988,female,85,WA,1425
1989,female,85,WA,1525
1990,female,85,WA,1566
1991,female,85,WA,1622
1992,female,85,WA,1736
1993,female,85,WA,1869
1994,female,85,WA,1962
1995,female,85,WA,2086
1996,female,85,WA,2159
1997,female,85,WA,2291
1998,female,85,WA,2339
1999,female,85,WA,2524
2e3,female,85,WA,2590
2001,female,85,WA,2657
2002,female,85,WA,2435
2003,female,85,WA,2306
2004,female,85,WA,2459
2005,female,85,WA,3095
2006,female,85,WA,3109
2007,female,85,WA,3210
2008,female,85,WA,3223
2009,female,85,WA,3311
2010,female,85,WA,3479
2011,female,85,WA,3584
2012,female,85,WA,3659
2013,female,85,WA,3755
2014,female,85,WA,3677
2015,female,85,WA,3804
2016,female,85,WA,3836
2017,female,85,WA,3830
1971,female,86,WA,485
1972,female,86,WA,493
1973,female,86,WA,599
1974,female,86,WA,588
1975,female,86,WA,655
1976,female,86,WA,666
1977,female,86,WA,684
1978,female,86,WA,725
1979,female,86,WA,783
1980,female,86,WA,751
1981,female,86,WA,833
1982,female,86,WA,831
1983,female,86,WA,819
1984,female,86,WA,902
1985,female,86,WA,972
1986,female,86,WA,1226
1987,female,86,WA,1257
1988,female,86,WA,1214
1989,female,86,WA,1292
1990,female,86,WA,1395
1991,female,86,WA,1436
1992,female,86,WA,1500
1993,female,86,WA,1565
1994,female,86,WA,1692
1995,female,86,WA,1801
1996,female,86,WA,1926
1997,female,86,WA,1974
1998,female,86,WA,2090
1999,female,86,WA,2158
2e3,female,86,WA,2314
2001,female,86,WA,2439
2002,female,86,WA,2433
2003,female,86,WA,2269
2004,female,86,WA,2141
2005,female,86,WA,2283
2006,female,86,WA,2894
2007,female,86,WA,2880
2008,female,86,WA,2968
2009,female,86,WA,2996
2010,female,86,WA,3086
2011,female,86,WA,3258
2012,female,86,WA,3317
2013,female,86,WA,3400
2014,female,86,WA,3507
2015,female,86,WA,3393
2016,female,86,WA,3527
2017,female,86,WA,3580
1971,female,87,WA,423
1972,female,87,WA,422
1973,female,87,WA,437
1974,female,87,WA,510
1975,female,87,WA,507
1976,female,87,WA,580
1977,female,87,WA,581
1978,female,87,WA,610
1979,female,87,WA,656
1980,female,87,WA,689
1981,female,87,WA,654
1982,female,87,WA,752
1983,female,87,WA,750
1984,female,87,WA,726
1985,female,87,WA,794
1986,female,87,WA,895
1987,female,87,WA,1092
1988,female,87,WA,1098
1989,female,87,WA,1101
1990,female,87,WA,1160
1991,female,87,WA,1247
1992,female,87,WA,1318
1993,female,87,WA,1367
1994,female,87,WA,1395
1995,female,87,WA,1508
1996,female,87,WA,1640
1997,female,87,WA,1757
1998,female,87,WA,1782
