year,sex,age,location,n
2002,female,94,NT,5
2003,female,94,NT,12
2004,female,94,NT,10
2005,female,94,NT,10
2006,female,94,NT,9
2007,female,94,NT,11
2008,female,94,NT,8
2009,female,94,NT,10
2010,female,94,NT,17
2011,female,94,NT,11
2012,female,94,NT,12
2013,female,94,NT,8
2014,female,94,NT,14
2015,female,94,NT,18
2016,female,94,NT,16
2017,female,94,NT,15
1971,female,95,NT,0
1972,female,95,NT,0
1973,female,95,NT,0
1974,female,95,NT,2
1975,female,95,NT,5
1976,female,95,NT,1
1977,female,95,NT,0
1978,female,95,NT,1
1979,female,95,NT,0
1980,female,95,NT,3
1981,female,95,NT,3
1982,female,95,NT,1
1983,female,95,NT,2
1984,female,95,NT,3
1985,female,95,NT,0
1986,female,95,NT,4
1987,female,95,NT,4
1988,female,95,NT,0
1989,female,95,NT,9
1990,female,95,NT,0
1991,female,95,NT,1
1992,female,95,NT,0
1993,female,95,NT,3
1994,female,95,NT,0
1995,female,95,NT,7
1996,female,95,NT,4
1997,female,95,NT,7
1998,female,95,NT,8
1999,female,95,NT,7
2e3,female,95,NT,7
2001,female,95,NT,6
2002,female,95,NT,7
2003,female,95,NT,6
2004,female,95,NT,12
2005,female,95,NT,7
2006,female,95,NT,7
2007,female,95,NT,10
2008,female,95,NT,9
2009,female,95,NT,4
2010,female,95,NT,8
2011,female,95,NT,11
2012,female,95,NT,10
2013,female,95,NT,9
2014,female,95,NT,5
2015,female,95,NT,11
2016,female,95,NT,13
2017,female,95,NT,13
1971,female,96,NT,1
1972,female,96,NT,0
1973,female,96,NT,0
1974,female,96,NT,0
1975,female,96,NT,1
1976,female,96,NT,1
1977,female,96,NT,0
1978,female,96,NT,0
1979,female,96,NT,1
1980,female,96,NT,0
1981,female,96,NT,2
1982,female,96,NT,3
1983,female,96,NT,1
1984,female,96,NT,2
1985,female,96,NT,3
1986,female,96,NT,3
1987,female,96,NT,4
1988,female,96,NT,4
1989,female,96,NT,0
1990,female,96,NT,9
1991,female,96,NT,0
1992,female,96,NT,0
1993,female,96,NT,0
1994,female,96,NT,7
1995,female,96,NT,0
1996,female,96,NT,7
1997,female,96,NT,4
1998,female,96,NT,5
1999,female,96,NT,8
2e3,female,96,NT,5
2001,female,96,NT,6
2002,female,96,NT,3
2003,female,96,NT,4
2004,female,96,NT,5
2005,female,96,NT,8
2006,female,96,NT,4
2007,female,96,NT,5
2008,female,96,NT,9
2009,female,96,NT,5
2010,female,96,NT,3
2011,female,96,NT,4
2012,female,96,NT,9
2013,female,96,NT,7
2014,female,96,NT,5
2015,female,96,NT,4
2016,female,96,NT,7
2017,female,96,NT,10
1971,female,97,NT,0
1972,female,97,NT,0
1973,female,97,NT,0
1974,female,97,NT,0
1975,female,97,NT,0
1976,female,97,NT,0
1977,female,97,NT,0
1978,female,97,NT,0
1979,female,97,NT,0
1980,female,97,NT,1
1981,female,97,NT,1
1982,female,97,NT,2
1983,female,97,NT,3
1984,female,97,NT,1
1985,female,97,NT,1
1986,female,97,NT,2
1987,female,97,NT,4
1988,female,97,NT,4
1989,female,97,NT,5
1990,female,97,NT,0
1991,female,97,NT,1
1992,female,97,NT,0
1993,female,97,NT,0
1994,female,97,NT,0
1995,female,97,NT,8
1996,female,97,NT,2
1997,female,97,NT,6
1998,female,97,NT,3
1999,female,97,NT,4
2e3,female,97,NT,7
2001,female,97,NT,2
2002,female,97,NT,5
2003,female,97,NT,1
2004,female,97,NT,2
2005,female,97,NT,5
2006,female,97,NT,2
2007,female,97,NT,3
2008,female,97,NT,3
2009,female,97,NT,9
2010,female,97,NT,3
2011,female,97,NT,3
2012,female,97,NT,3
2013,female,97,NT,6
2014,female,97,NT,6
2015,female,97,NT,4
2016,female,97,NT,2
2017,female,97,NT,6
1971,female,98,NT,0
1972,female,98,NT,0
1973,female,98,NT,1
1974,female,98,NT,0
1975,female,98,NT,0
1976,female,98,NT,1
1977,female,98,NT,0
1978,female,98,NT,0
1979,female,98,NT,0
1980,female,98,NT,0
1981,female,98,NT,0
1982,female,98,NT,0
1983,female,98,NT,1
1984,female,98,NT,3
1985,female,98,NT,0
1986,female,98,NT,0
1987,female,98,NT,1
1988,female,98,NT,4
1989,female,98,NT,5
1990,female,98,NT,5
1991,female,98,NT,1
1992,female,98,NT,1
1993,female,98,NT,0
1994,female,98,NT,1
1995,female,98,NT,0
1996,female,98,NT,8
1997,female,98,NT,1
1998,female,98,NT,4
1999,female,98,NT,3
2e3,female,98,NT,7
2001,female,98,NT,4
2002,female,98,NT,2
2003,female,98,NT,4
2004,female,98,NT,0
2005,female,98,NT,2
2006,female,98,NT,3
2007,female,98,NT,2
2008,female,98,NT,2
2009,female,98,NT,2
2010,female,98,NT,3
2011,female,98,NT,2
2012,female,98,NT,2
2013,female,98,NT,3
2014,female,98,NT,6
2015,female,98,NT,6
2016,female,98,NT,4
2017,female,98,NT,2
1971,female,99,NT,0
1972,female,99,NT,0
1973,female,99,NT,0
1974,female,99,NT,0
1975,female,99,NT,0
1976,female,99,NT,0
1977,female,99,NT,1
1978,female,99,NT,0
1979,female,99,NT,0
1980,female,99,NT,0
1981,female,99,NT,1
1982,female,99,NT,0
1983,female,99,NT,0
1984,female,99,NT,1
1985,female,99,NT,3
1986,female,99,NT,2
1987,female,99,NT,0
1988,female,99,NT,2
1989,female,99,NT,3
1990,female,99,NT,5
1991,female,99,NT,2
1992,female,99,NT,1
1993,female,99,NT,0
1994,female,99,NT,1
1995,female,99,NT,2
1996,female,99,NT,1
1997,female,99,NT,6
1998,female,99,NT,2
1999,female,99,NT,2
2e3,female,99,NT,2
2001,female,99,NT,8
2002,female,99,NT,3
2003,female,99,NT,0
2004,female,99,NT,3
2005,female,99,NT,0
2006,female,99,NT,1
2007,female,99,NT,2
2008,female,99,NT,1
2009,female,99,NT,0
2010,female,99,NT,1
2011,female,99,NT,0
2012,female,99,NT,1
2013,female,99,NT,2
2014,female,99,NT,2
2015,female,99,NT,4
2016,female,99,NT,5
2017,female,99,NT,2
1971,female,100,NT,0
1972,female,100,NT,0
1973,female,100,NT,0
1974,female,100,NT,0
1975,female,100,NT,0
1976,female,100,NT,2
1977,female,100,NT,2
1978,female,100,NT,2
1979,female,100,NT,3
1980,female,100,NT,2
1981,female,100,NT,2
1982,female,100,NT,3
1983,female,100,NT,3
1984,female,100,NT,1
1985,female,100,NT,2
1986,female,100,NT,5
1987,female,100,NT,5
1988,female,100,NT,7
1989,female,100,NT,7
1990,female,100,NT,10
1991,female,100,NT,2
1992,female,100,NT,1
1993,female,100,NT,2
1994,female,100,NT,0
1995,female,100,NT,1
1996,female,100,NT,2
1997,female,100,NT,0
1998,female,100,NT,4
1999,female,100,NT,5
2e3,female,100,NT,3
2001,female,100,NT,5
2002,female,100,NT,7
2003,female,100,NT,7
2004,female,100,NT,4
2005,female,100,NT,3
2006,female,100,NT,0
2007,female,100,NT,1
2008,female,100,NT,0
2009,female,100,NT,0
2010,female,100,NT,0
2011,female,100,NT,0
2012,female,100,NT,1
2013,female,100,NT,1
2014,female,100,NT,1
2015,female,100,NT,1
2016,female,100,NT,2
2017,female,100,NT,7
1971,persons,0,NT,2556
1972,persons,0,NT,2806
1973,persons,0,NT,2855
1974,persons,0,NT,2723
1975,persons,0,NT,2362
1976,persons,0,NT,2374
1977,persons,0,NT,2824
1978,persons,0,NT,2621
1979,persons,0,NT,2685
1980,persons,0,NT,2739
1981,persons,0,NT,2664
1982,persons,0,NT,3083
1983,persons,0,NT,3061
1984,persons,0,NT,3167
1985,persons,0,NT,3096
1986,persons,0,NT,3071
1987,persons,0,NT,3345
1988,persons,0,NT,3471
1989,persons,0,NT,3337
1990,persons,0,NT,3385
1991,persons,0,NT,3361
1992,persons,0,NT,3650
1993,persons,0,NT,3541
1994,persons,0,NT,3596
1995,persons,0,NT,3671
1996,persons,0,NT,3753
1997,persons,0,NT,3554
1998,persons,0,NT,3608
1999,persons,0,NT,3556
2e3,persons,0,NT,3614
2001,persons,0,NT,3746
2002,persons,0,NT,3647
2003,persons,0,NT,3700
2004,persons,0,NT,3535
2005,persons,0,NT,3470
2006,persons,0,NT,3635
2007,persons,0,NT,3722
2008,persons,0,NT,3849
2009,persons,0,NT,3847
2010,persons,0,NT,3850
2011,persons,0,NT,3650
2012,persons,0,NT,3993
2013,persons,0,NT,4000
2014,persons,0,NT,3906
2015,persons,0,NT,3955
2016,persons,0,NT,4068
2017,persons,0,NT,3957
1971,persons,1,NT,2498
1972,persons,1,NT,2585
1973,persons,1,NT,2810
1974,persons,1,NT,2854
1975,persons,1,NT,2471
1976,persons,1,NT,2322
1977,persons,1,NT,2482
1978,persons,1,NT,2823
1979,persons,1,NT,2711
1980,persons,1,NT,2635
1981,persons,1,NT,2646
1982,persons,1,NT,2744
1983,persons,1,NT,3055
1984,persons,1,NT,3083
1985,persons,1,NT,3196
1986,persons,1,NT,3175
1987,persons,1,NT,3157
1988,persons,1,NT,3348
1989,persons,1,NT,3443
1990,persons,1,NT,3353
1991,persons,1,NT,3290
1992,persons,1,NT,3382
1993,persons,1,NT,3596
1994,persons,1,NT,3490
1995,persons,1,NT,3556
1996,persons,1,NT,3655
1997,persons,1,NT,3712
1998,persons,1,NT,3519
1999,persons,1,NT,3581
2e3,persons,1,NT,3540
2001,persons,1,NT,3609
2002,persons,1,NT,3679
2003,persons,1,NT,3563
2004,persons,1,NT,3619
2005,persons,1,NT,3487
2006,persons,1,NT,3440
2007,persons,1,NT,3665
2008,persons,1,NT,3723
2009,persons,1,NT,3806
2010,persons,1,NT,3789
2011,persons,1,NT,3806
2012,persons,1,NT,3702
2013,persons,1,NT,4010
2014,persons,1,NT,3910
2015,persons,1,NT,3803
2016,persons,1,NT,3868
2017,persons,1,NT,4004
1971,persons,2,NT,2418
1972,persons,2,NT,2578
1973,persons,2,NT,2653
1974,persons,2,NT,2871
1975,persons,2,NT,2566
1976,persons,2,NT,2543
1977,persons,2,NT,2425
1978,persons,2,NT,2597
1979,persons,2,NT,2787
1980,persons,2,NT,2752
1981,persons,2,NT,2591
1982,persons,2,NT,2681
1983,persons,2,NT,2810
1984,persons,2,NT,3109
1985,persons,2,NT,3156
1986,persons,2,NT,3113
1987,persons,2,NT,3204
1988,persons,2,NT,3150
1989,persons,2,NT,3299
1990,persons,2,NT,3397
1991,persons,2,NT,3306
1992,persons,2,NT,3324
1993,persons,2,NT,3448
1994,persons,2,NT,3593
1995,persons,2,NT,3525
1996,persons,2,NT,3576
1997,persons,2,NT,3645
1998,persons,2,NT,3677
1999,persons,2,NT,3450
2e3,persons,2,NT,3576
2001,persons,2,NT,3558
2002,persons,2,NT,3526
2003,persons,2,NT,3602
2004,persons,2,NT,3542
2005,persons,2,NT,3585
2006,persons,2,NT,3424
2007,persons,2,NT,3470
2008,persons,2,NT,3662
2009,persons,2,NT,3707
2010,persons,2,NT,3780
2011,persons,2,NT,3706
2012,persons,2,NT,3795
2013,persons,2,NT,3789
2014,persons,2,NT,3950
2015,persons,2,NT,3860
2016,persons,2,NT,3740
2017,persons,2,NT,3787
1971,persons,3,NT,2407
1972,persons,3,NT,2474
1973,persons,3,NT,2636
1974,persons,3,NT,2748
1975,persons,3,NT,2611
1976,persons,3,NT,2592
1977,persons,3,NT,2592
1978,persons,3,NT,2553
1979,persons,3,NT,2689
1980,persons,3,NT,2761
1981,persons,3,NT,2799
1982,persons,3,NT,2662
1983,persons,3,NT,2790
1984,persons,3,NT,2916
1985,persons,3,NT,3117
1986,persons,3,NT,3243
1987,persons,3,NT,3111
1988,persons,3,NT,3156
1989,persons,3,NT,3147
1990,persons,3,NT,3250
1991,persons,3,NT,3295
1992,persons,3,NT,3297
1993,persons,3,NT,3347
1994,persons,3,NT,3497
1995,persons,3,NT,3607
1996,persons,3,NT,3552
1997,persons,3,NT,3571
1998,persons,3,NT,3627
1999,persons,3,NT,3629
2e3,persons,3,NT,3443
2001,persons,3,NT,3590
2002,persons,3,NT,3484
2003,persons,3,NT,3458
2004,persons,3,NT,3565
2005,persons,3,NT,3525
2006,persons,3,NT,3565
2007,persons,3,NT,3421
2008,persons,3,NT,3493
2009,persons,3,NT,3687
2010,persons,3,NT,3666
2011,persons,3,NT,3713
2012,persons,3,NT,3699
2013,persons,3,NT,3796
2014,persons,3,NT,3785
2015,persons,3,NT,3906
2016,persons,3,NT,3804
2017,persons,3,NT,3681
1971,persons,4,NT,2369
1972,persons,4,NT,2437
1973,persons,4,NT,2495
1974,persons,4,NT,2727
1975,persons,4,NT,2520
1976,persons,4,NT,2667
1977,persons,4,NT,2650
1978,persons,4,NT,2661
1979,persons,4,NT,2626
1980,persons,4,NT,2775
1981,persons,4,NT,2721
1982,persons,4,NT,2866
1983,persons,4,NT,2705
1984,persons,4,NT,2875
1985,persons,4,NT,3050
1986,persons,4,NT,3190
1987,persons,4,NT,3270
1988,persons,4,NT,3098
1989,persons,4,NT,3175
1990,persons,4,NT,3217
1991,persons,4,NT,3263
1992,persons,4,NT,3263
1993,persons,4,NT,3275
1994,persons,4,NT,3348
1995,persons,4,NT,3554
1996,persons,4,NT,3607
1997,persons,4,NT,3561
1998,persons,4,NT,3573
1999,persons,4,NT,3587
2e3,persons,4,NT,3633
2001,persons,4,NT,3458
2002,persons,4,NT,3536
2003,persons,4,NT,3406
2004,persons,4,NT,3382
2005,persons,4,NT,3577
2006,persons,4,NT,3497
2007,persons,4,NT,3584
2008,persons,4,NT,3431
2009,persons,4,NT,3527
2010,persons,4,NT,3686
2011,persons,4,NT,3617
2012,persons,4,NT,3699
2013,persons,4,NT,3708
2014,persons,4,NT,3762
2015,persons,4,NT,3770
2016,persons,4,NT,3896
2017,persons,4,NT,3722
1971,persons,5,NT,2111
1972,persons,5,NT,2381
1973,persons,5,NT,2435
1974,persons,5,NT,2546
1975,persons,5,NT,2506
1976,persons,5,NT,2621
1977,persons,5,NT,2751
1978,persons,5,NT,2711
1979,persons,5,NT,2657
1980,persons,5,NT,2689
1981,persons,5,NT,2852
1982,persons,5,NT,2777
1983,persons,5,NT,2891
1984,persons,5,NT,2752
1985,persons,5,NT,2955
1986,persons,5,NT,3119
1987,persons,5,NT,3215
1988,persons,5,NT,3240
1989,persons,5,NT,3123
1990,persons,5,NT,3211
1991,persons,5,NT,3263
1992,persons,5,NT,3223
1993,persons,5,NT,3227
1994,persons,5,NT,3259
1995,persons,5,NT,3381
1996,persons,5,NT,3619
1997,persons,5,NT,3607
1998,persons,5,NT,3531
1999,persons,5,NT,3570
2e3,persons,5,NT,3609
2001,persons,5,NT,3606
2002,persons,5,NT,3378
2003,persons,5,NT,3465
2004,persons,5,NT,3348
2005,persons,5,NT,3367
2006,persons,5,NT,3612
2007,persons,5,NT,3468
2008,persons,5,NT,3607
2009,persons,5,NT,3445
2010,persons,5,NT,3560
2011,persons,5,NT,3672
2012,persons,5,NT,3595
2013,persons,5,NT,3722
2014,persons,5,NT,3637
2015,persons,5,NT,3753
2016,persons,5,NT,3768
2017,persons,5,NT,3877
1971,persons,6,NT,1994
1972,persons,6,NT,2166
1973,persons,6,NT,2353
1974,persons,6,NT,2457
1975,persons,6,NT,2284
1976,persons,6,NT,2578
1977,persons,6,NT,2711
1978,persons,6,NT,2814
1979,persons,6,NT,2757
1980,persons,6,NT,2670
1981,persons,6,NT,2763
1982,persons,6,NT,2939
1983,persons,6,NT,2796
1984,persons,6,NT,2937
1985,persons,6,NT,2795
1986,persons,6,NT,2990
1987,persons,6,NT,3118
1988,persons,6,NT,3143
1989,persons,6,NT,3187
1990,persons,6,NT,3103
1991,persons,6,NT,3194
1992,persons,6,NT,3250
1993,persons,6,NT,3167
1994,persons,6,NT,3193
1995,persons,6,NT,3266
1996,persons,6,NT,3425
1997,persons,6,NT,3615
1998,persons,6,NT,3589
1999,persons,6,NT,3509
2e3,persons,6,NT,3571
2001,persons,6,NT,3617
2002,persons,6,NT,3543
2003,persons,6,NT,3321
2004,persons,6,NT,3434
2005,persons,6,NT,3344
2006,persons,6,NT,3360
2007,persons,6,NT,3610
2008,persons,6,NT,3500
2009,persons,6,NT,3577
2010,persons,6,NT,3401
2011,persons,6,NT,3556
2012,persons,6,NT,3604
2013,persons,6,NT,3600
2014,persons,6,NT,3692
2015,persons,6,NT,3617
2016,persons,6,NT,3719
2017,persons,6,NT,3703
1971,persons,7,NT,1973
1972,persons,7,NT,2019
1973,persons,7,NT,2188
1974,persons,7,NT,2366
1975,persons,7,NT,2180
1976,persons,7,NT,2311
1977,persons,7,NT,2591
1978,persons,7,NT,2802
1979,persons,7,NT,2847
1980,persons,7,NT,2777
1981,persons,7,NT,2688
1982,persons,7,NT,2802
1983,persons,7,NT,2963
1984,persons,7,NT,2825
1985,persons,7,NT,2967
1986,persons,7,NT,2816
1987,persons,7,NT,2963
1988,persons,7,NT,3047
1989,persons,7,NT,3091
1990,persons,7,NT,3156
1991,persons,7,NT,3100
1992,persons,7,NT,3144
1993,persons,7,NT,3237
1994,persons,7,NT,3111
1995,persons,7,NT,3179
1996,persons,7,NT,3268
1997,persons,7,NT,3425
1998,persons,7,NT,3607
1999,persons,7,NT,3564
2e3,persons,7,NT,3498
2001,persons,7,NT,3560
2002,persons,7,NT,3563
2003,persons,7,NT,3466
2004,persons,7,NT,3279
2005,persons,7,NT,3461
2006,persons,7,NT,3288
2007,persons,7,NT,3360
2008,persons,7,NT,3624
2009,persons,7,NT,3475
2010,persons,7,NT,3558
2011,persons,7,NT,3407
2012,persons,7,NT,3482
2013,persons,7,NT,3580
2014,persons,7,NT,3556
2015,persons,7,NT,3648
2016,persons,7,NT,3625
2017,persons,7,NT,3684
1971,persons,8,NT,1963
1972,persons,8,NT,2011
1973,persons,8,NT,2007
1974,persons,8,NT,2240
1975,persons,8,NT,2073
1976,persons,8,NT,2185
1977,persons,8,NT,2362
1978,persons,8,NT,2630
1979,persons,8,NT,2835
1980,persons,8,NT,2868
1981,persons,8,NT,2789
1982,persons,8,NT,2795
1983,persons,8,NT,2790
1984,persons,8,NT,2993
1985,persons,8,NT,2823
1986,persons,8,NT,2979
1987,persons,8,NT,2835
1988,persons,8,NT,2914
1989,persons,8,NT,3031
1990,persons,8,NT,3045
1991,persons,8,NT,3116
1992,persons,8,NT,3130
1993,persons,8,NT,3117
1994,persons,8,NT,3257
1995,persons,8,NT,3092
1996,persons,8,NT,3186
1997,persons,8,NT,3272
1998,persons,8,NT,3417
1999,persons,8,NT,3593
2e3,persons,8,NT,3553
2001,persons,8,NT,3501
2002,persons,8,NT,3486
2003,persons,8,NT,3481
2004,persons,8,NT,3400
2005,persons,8,NT,3284
2006,persons,8,NT,3433
2007,persons,8,NT,3250
2008,persons,8,NT,3351
2009,persons,8,NT,3623
2010,persons,8,NT,3458
2011,persons,8,NT,3529
2012,persons,8,NT,3356
2013,persons,8,NT,3436
2014,persons,8,NT,3509
2015,persons,8,NT,3538
2016,persons,8,NT,3639
2017,persons,8,NT,3591
1971,persons,9,NT,1799
1972,persons,9,NT,1981
1973,persons,9,NT,2025
1974,persons,9,NT,2009
1975,persons,9,NT,2021
1976,persons,9,NT,2064
1977,persons,9,NT,2218
1978,persons,9,NT,2408
1979,persons,9,NT,2602
1980,persons,9,NT,2865
1981,persons,9,NT,2873
1982,persons,9,NT,2852
1983,persons,9,NT,2839
1984,persons,9,NT,2806
1985,persons,9,NT,3060
1986,persons,9,NT,2866
1987,persons,9,NT,2983
1988,persons,9,NT,2819
1989,persons,9,NT,2890
1990,persons,9,NT,3023
1991,persons,9,NT,3028
1992,persons,9,NT,3082
1993,persons,9,NT,3125
1994,persons,9,NT,3058
1995,persons,9,NT,3259
1996,persons,9,NT,3044
1997,persons,9,NT,3231
1998,persons,9,NT,3232
1999,persons,9,NT,3414
2e3,persons,9,NT,3578
2001,persons,9,NT,3553
2002,persons,9,NT,3438
2003,persons,9,NT,3415
2004,persons,9,NT,3457
2005,persons,9,NT,3388
2006,persons,9,NT,3249
2007,persons,9,NT,3429
2008,persons,9,NT,3281
2009,persons,9,NT,3377
2010,persons,9,NT,3603
2011,persons,9,NT,3411
2012,persons,9,NT,3485
2013,persons,9,NT,3303
2014,persons,9,NT,3351
2015,persons,9,NT,3448
2016,persons,9,NT,3476
2017,persons,9,NT,3598
1971,persons,10,NT,1851
1972,persons,10,NT,1826
1973,persons,10,NT,1970
1974,persons,10,NT,2055
1975,persons,10,NT,1774
1976,persons,10,NT,2054
1977,persons,10,NT,2109
1978,persons,10,NT,2252
1979,persons,10,NT,2423
1980,persons,10,NT,2565
1981,persons,10,NT,2877
1982,persons,10,NT,2938
1983,persons,10,NT,2876
1984,persons,10,NT,2892
1985,persons,10,NT,2851
1986,persons,10,NT,3061
1987,persons,10,NT,2883
1988,persons,10,NT,2910
1989,persons,10,NT,2805
1990,persons,10,NT,2858
1991,persons,10,NT,3007
1992,persons,10,NT,3016
1993,persons,10,NT,3067
1994,persons,10,NT,3132
1995,persons,10,NT,3031
1996,persons,10,NT,3274
1997,persons,10,NT,3084
1998,persons,10,NT,3247
1999,persons,10,NT,3243
2e3,persons,10,NT,3391
2001,persons,10,NT,3564
2002,persons,10,NT,3472
2003,persons,10,NT,3396
2004,persons,10,NT,3380
2005,persons,10,NT,3423
2006,persons,10,NT,3352
2007,persons,10,NT,3258
2008,persons,10,NT,3423
2009,persons,10,NT,3295
2010,persons,10,NT,3355
2011,persons,10,NT,3568
2012,persons,10,NT,3373
2013,persons,10,NT,3415
2014,persons,10,NT,3235
2015,persons,10,NT,3269
2016,persons,10,NT,3397
2017,persons,10,NT,3430
1971,persons,11,NT,1574
1972,persons,11,NT,1850
1973,persons,11,NT,1822
1974,persons,11,NT,1966
1975,persons,11,NT,1861
1976,persons,11,NT,1774
1977,persons,11,NT,2058
1978,persons,11,NT,2158
1979,persons,11,NT,2249
1980,persons,11,NT,2428
1981,persons,11,NT,2521
1982,persons,11,NT,2932
1983,persons,11,NT,2931
1984,persons,11,NT,2880
1985,persons,11,NT,2924
1986,persons,11,NT,2807
1987,persons,11,NT,3028
1988,persons,11,NT,2850
1989,persons,11,NT,2848
1990,persons,11,NT,2772
1991,persons,11,NT,2807
1992,persons,11,NT,2975
1993,persons,11,NT,3006
1994,persons,11,NT,3059
1995,persons,11,NT,3144
1996,persons,11,NT,3010
1997,persons,11,NT,3253
1998,persons,11,NT,3114
1999,persons,11,NT,3245
2e3,persons,11,NT,3227
2001,persons,11,NT,3348
2002,persons,11,NT,3485
2003,persons,11,NT,3436
2004,persons,11,NT,3392
2005,persons,11,NT,3364
2006,persons,11,NT,3366
2007,persons,11,NT,3329
2008,persons,11,NT,3270
2009,persons,11,NT,3415
2010,persons,11,NT,3253
2011,persons,11,NT,3274
2012,persons,11,NT,3513
2013,persons,11,NT,3348
2014,persons,11,NT,3329
2015,persons,11,NT,3191
2016,persons,11,NT,3169
2017,persons,11,NT,3359
1971,persons,12,NT,1481
1972,persons,12,NT,1591
1973,persons,12,NT,1823
1974,persons,12,NT,1829
1975,persons,12,NT,1779
1976,persons,12,NT,1874
1977,persons,12,NT,1787
1978,persons,12,NT,2064
1979,persons,12,NT,2160
1980,persons,12,NT,2235
1981,persons,12,NT,2438
1982,persons,12,NT,2565
1983,persons,12,NT,2929
1984,persons,12,NT,2939
1985,persons,12,NT,2907
1986,persons,12,NT,2884
1987,persons,12,NT,2757
1988,persons,12,NT,2923
1989,persons,12,NT,2802
1990,persons,12,NT,2755
1991,persons,12,NT,2700
1992,persons,12,NT,2787
1993,persons,12,NT,2917
1994,persons,12,NT,2978
1995,persons,12,NT,3052
1996,persons,12,NT,3142
1997,persons,12,NT,3047
1998,persons,12,NT,3211
1999,persons,12,NT,3128
2e3,persons,12,NT,3247
2001,persons,12,NT,3186
2002,persons,12,NT,3300
2003,persons,12,NT,3406
2004,persons,12,NT,3371
2005,persons,12,NT,3375
2006,persons,12,NT,3292
2007,persons,12,NT,3377
2008,persons,12,NT,3294
2009,persons,12,NT,3263
2010,persons,12,NT,3368
2011,persons,12,NT,3240
2012,persons,12,NT,3256
2013,persons,12,NT,3472
2014,persons,12,NT,3269
2015,persons,12,NT,3248
2016,persons,12,NT,3107
2017,persons,12,NT,3140
1971,persons,13,NT,1360
1972,persons,13,NT,1479
1973,persons,13,NT,1588
1974,persons,13,NT,1811
1975,persons,13,NT,1663
1976,persons,13,NT,1776
1977,persons,13,NT,1871
1978,persons,13,NT,1816
1979,persons,13,NT,2037
1980,persons,13,NT,2169
1981,persons,13,NT,2214
1982,persons,13,NT,2490
1983,persons,13,NT,2596
