nature,intent,drug,sex,state,age_group,n,year,pop
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2001,1311961
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,1,2001,843667
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,11,2001,11076951
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,12,2001,12895398
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,14,2001,19274701
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,3,2002,2667594
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,1,2002,2854494
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,3,2002,2966659
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,0,2002,2659000
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,0,2002,1917188
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2002,1324605
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2002,868512
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,7,2002,11147747
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,7,2002,13064935
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,7,2002,19495210
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,0,2003,2710380
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,6,2003,2858260
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,4,2003,2972788
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,2,2003,2693054
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,1,2003,2005259
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,1,2003,1336825
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2003,895039
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,12,2003,11234482
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,13,2003,13239741
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,14,2003,19720737
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,0,2004,2748615
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,2,2004,2852818
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,1,2004,2981621
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,1,2004,2734333
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,0,2004,2082254
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,1,2004,1353404
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,1,2004,919175
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,4,2004,11317387
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,4,2004,13399641
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,6,2004,19932722
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,0,2005,2794180
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,7,2005,2853071
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,3,2005,2996044
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,4,2005,2776548
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,2,2005,2161731
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2005,1373971
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2005,935717
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,14,2005,11419843
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,16,2005,13581574
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,16,2005,20176844
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,0,2006,2841117
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,0,2006,2855732
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,3,2006,3025272
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,5,2006,2825567
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,4,2006,2236827
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2006,1397253
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2006,948119
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,8,2006,11547688
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,12,2006,13784515
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,12,2006,20450966
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,0,2007,2903862
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,2,2007,2888102
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,4,2007,3059917
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,0,2007,2882908
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,0,2007,2309362
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2007,1440885
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2007,958589
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,6,2007,11734789
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,6,2007,14044151
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,6,2007,20827622
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,2,2008,2973974
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,5,2008,2958352
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,3,2008,3088962
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,3,2008,2935638
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,3,2008,2386210
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2008,1485037
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2008,967574
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,13,2008,11956926
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,16,2008,14343136
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,16,2008,21249199
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,1,2009,3043814
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,6,2009,3053686
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,6,2009,3116343
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,2,2009,2984512
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,1,2009,2444692
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,1,2009,1546161
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2009,976176
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,15,2009,12198355
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,16,2009,14643047
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,17,2009,21691653
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,3,2010,3065102
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,15,2010,3125453
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,9,2010,3137648
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,7,2010,3015387
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,1,2010,2502787
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2010,1613289
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,3,2010,986792
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,34,2010,12343590
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,35,2010,14846377
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,38,2010,22031750
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,5,2011,3065122
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,19,2011,3194331
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,17,2011,3161154
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,12,2011,3035900
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,3,2011,2561993
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2011,1681931
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2011,1002373
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,53,2011,12456507
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,56,2011,15018500
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,56,2011,22340024
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,6,2012,3092512
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,17,2012,3290393
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,26,2012,3192465
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,23,2012,3058142
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,8,2012,2590518
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,0,2012,1776418
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,3,2012,1017201
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,72,2012,12633512
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,80,2012,15224030
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,83,2012,22742475
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,5,2013,3118366
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,26,2013,3388170
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,44,2013,3214188
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,35,2013,3080735
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,9,2013,2634301
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,5,2013,1859229
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2013,1034415
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,110,2013,12801459
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,119,2013,15435760
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,124,2013,23145901
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,4,2014,3141184
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,38,2014,3467570
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,54,2014,3221600
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,33,2014,3104578
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,21,2014,2683589
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,2,2014,1933242
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,1,2014,1056839
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,129,2014,12934932
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,150,2014,15618521
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,155,2014,23504138
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,8,2015,3154845
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,49,2015,3547607
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,73,2015,3231643
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,41,2015,3125999
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,18,2015,2731562
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,1,2015,2007971
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,0,2015,1080275
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,171,2015,13060094
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,189,2015,15791656
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,190,2015,23850784
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-24,8,2016,3172488
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,25-34,45,2016,3614747
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,35-44,73,2016,3236348
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,45-54,40,2016,3157138
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,55-64,12,2016,2783662
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,65-74,4,2016,2084469
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,75-84,2,2016,1106311
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-54,166,2016,13180721
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,15-64,178,2016,15964383
Underlying,Accidental,Other Synthetic Narcotics,All,AUS,Allages,184,2016,24210809
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,8,1997,2619372
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,19,1997,2863015
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,15,1997,2845815
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,6,1997,2376709
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,4,1997,1572718
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,1,1997,1293537
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,1,1997,731247
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,48,1997,10704911
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,52,1997,12277629
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,55,1997,18423037
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,6,1998,2592341
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,13,1998,2860327
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,14,1998,2881490
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,4,1998,2460560
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,1,1998,1617841
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,4,1998,1296598
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,3,1998,758134
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,37,1998,10794718
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,41,1998,12412559
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,44,1998,18607584
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,10,1999,2583566
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,20,1999,2857016
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,22,1999,2913704
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,9,1999,2525485
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,1999,1680815
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,4,1999,1300015
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,1,1999,784073
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,61,1999,10879771
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,63,1999,12560586
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,68,1999,18812264
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,5,2e3,2595640
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,9,2e3,2855634
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,12,2e3,2936641
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,8,2e3,2583189
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,5,2e3,1750096
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,3,2e3,1302006
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2e3,811132
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,34,2e3,10971104
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,39,2e3,12721200
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,42,2e3,19028802
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,4,2001,2630115
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,5,2001,2851409
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,10,2001,2953197
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,2,2001,2642230
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,2001,1818447
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,4,2001,1311961
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,4,2001,843667
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,21,2001,11076951
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,24,2001,12895398
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,27,2001,19274701
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,1,2002,2667594
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,1,2002,2854494
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,6,2002,2966659
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,1,2002,2659000
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,4,2002,1917188
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,1,2002,1324605
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2002,868512
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,14,2002,11147747
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,18,2002,13064935
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,19,2002,19495210
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,0,2003,2710380
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,6,2003,2858260
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,6,2003,2972788
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,4,2003,2693054
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,1,2003,2005259
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,2,2003,1336825
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,3,2003,895039
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,16,2003,11234482
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,19,2003,13239741
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,21,2003,19720737
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,0,2004,2748615
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,3,2004,2852818
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,3,2004,2981621
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,1,2004,2734333
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,0,2004,2082254
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,3,2004,1353404
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,2,2004,919175
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,7,2004,11317387
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,7,2004,13399641
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,11,2004,19932722
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,4,2005,2794180
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,8,2005,2853071
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,1,2005,2996044
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,6,2005,2776548
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,2005,2161731
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,0,2005,1373971
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,3,2005,935717
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,18,2005,11419843
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,20,2005,13581574
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,23,2005,20176844
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,0,2006,2841117
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,2,2006,2855732
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,3,2006,3025272
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,6,2006,2825567
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,5,2006,2236827
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,2,2006,1397253
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2006,948119
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,12,2006,11547688
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,17,2006,13784515
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,19,2006,20450966
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,3,2007,2903862
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,2,2007,2888102
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,7,2007,3059917
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,1,2007,2882908
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,2007,2309362
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,1,2007,1440885
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2007,958589
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,13,2007,11734789
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,15,2007,14044151
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,17,2007,20827622
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,2,2008,2973974
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,6,2008,2958352
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,6,2008,3088962
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,7,2008,2935638
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,2008,2386210
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,1,2008,1485037
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,1,2008,967574
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,23,2008,11956926
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,26,2008,14343136
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,31,2008,21249199
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,1,2009,3043814
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,6,2009,3053686
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,10,2009,3116343
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,5,2009,2984512
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,3,2009,2444692
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,5,2009,1546161
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2009,976176
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,23,2009,12198355
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,26,2009,14643047
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,31,2009,21691653
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,2,2010,3065102
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,17,2010,3125453
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,11,2010,3137648
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,14,2010,3015387
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,8,2010,2502787
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,3,2010,1613289
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,4,2010,986792
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,45,2010,12343590
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,53,2010,14846377
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,57,2010,22031750
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,5,2011,3065122
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,23,2011,3194331
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,19,2011,3161154
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,15,2011,3035900
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,5,2011,2561993
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,5,2011,1681931
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,0,2011,1002373
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,62,2011,12456507
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,67,2011,15018500
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,74,2011,22340024
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,7,2012,3092512
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,22,2012,3290393
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,37,2012,3192465
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,38,2012,3058142
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,11,2012,2590518
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,1,2012,1776418
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,5,2012,1017201
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,104,2012,12633512
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,115,2012,15224030
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,123,2012,22742475
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,6,2013,3118366
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,34,2013,3388170
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,57,2013,3214188
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,44,2013,3080735
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,17,2013,2634301
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,10,2013,1859229
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,2,2013,1034415
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,141,2013,12801459
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,158,2013,15435760
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,172,2013,23145901
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,6,2014,3141184
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,42,2014,3467570
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,75,2014,3221600
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,47,2014,3104578
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,24,2014,2683589
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,4,2014,1933242
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,2,2014,1056839
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,170,2014,12934932
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,194,2014,15618521
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,203,2014,23504138
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,10,2015,3154845
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,58,2015,3547607
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,85,2015,3231643
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,57,2015,3125999
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,34,2015,2731562
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,8,2015,2007971
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,4,2015,1080275
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,210,2015,13060094
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,244,2015,15791656
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,255,2015,23850784
Underlying,All,Other Synthetic Narcotics,All,AUS,15-24,12,2016,3172488
