nature,intent,drug,sex,state,age_group,n,year,pop
Underlying,Accidental,Methadone,Female,AUS,Allages,28,1998,9364441
Underlying,Accidental,Methadone,Female,AUS,15-64,37,1999,6254708
Underlying,Accidental,Methadone,Female,AUS,Allages,37,1999,9472155
Underlying,Accidental,Methadone,Female,AUS,15-64,26,2e3,6340314
Underlying,Accidental,Methadone,Female,AUS,Allages,29,2e3,9585337
Underlying,Accidental,Methadone,Female,AUS,15-64,23,2001,6433512
Underlying,Accidental,Methadone,Female,AUS,Allages,23,2001,9712875
Underlying,Accidental,Methadone,Female,AUS,15-64,18,2002,6517098
Underlying,Accidental,Methadone,Female,AUS,Allages,18,2002,9819727
Underlying,Accidental,Methadone,Female,AUS,15-64,19,2003,6607223
Underlying,Accidental,Methadone,Female,AUS,Allages,20,2003,9933140
Underlying,Accidental,Methadone,Female,AUS,15-64,22,2004,6686902
Underlying,Accidental,Methadone,Female,AUS,Allages,22,2004,10036771
Underlying,Accidental,Methadone,Female,AUS,15-64,27,2005,6778408
Underlying,Accidental,Methadone,Female,AUS,Allages,28,2005,10157211
Underlying,Accidental,Methadone,Female,AUS,15-64,23,2006,6878880
Underlying,Accidental,Methadone,Female,AUS,Allages,23,2006,10291542
Underlying,Accidental,Methadone,Female,AUS,15-64,28,2007,7004854
Underlying,Accidental,Methadone,Female,AUS,Allages,30,2007,10473986
Underlying,Accidental,Methadone,Female,AUS,15-64,37,2008,7148826
Underlying,Accidental,Methadone,Female,AUS,Allages,37,2008,10677154
Underlying,Accidental,Methadone,Female,AUS,15-64,39,2009,7293343
Underlying,Accidental,Methadone,Female,AUS,Allages,41,2009,10890856
Underlying,Accidental,Methadone,Female,AUS,15-64,40,2010,7399746
Underlying,Accidental,Methadone,Female,AUS,Allages,40,2010,11063919
Underlying,Accidental,Methadone,Female,AUS,15-64,41,2011,7492143
Underlying,Accidental,Methadone,Female,AUS,Allages,42,2011,11221790
Underlying,Accidental,Methadone,Female,AUS,15-64,49,2012,7600965
Underlying,Accidental,Methadone,Female,AUS,Allages,51,2012,11426100
Underlying,Accidental,Methadone,Female,AUS,15-64,49,2013,7715158
Underlying,Accidental,Methadone,Female,AUS,Allages,49,2013,11633201
Underlying,Accidental,Methadone,Female,AUS,15-64,59,2014,7820680
Underlying,Accidental,Methadone,Female,AUS,Allages,61,2014,11824746
Underlying,Accidental,Methadone,Female,AUS,15-64,61,2015,7920702
Underlying,Accidental,Methadone,Female,AUS,Allages,62,2015,12009957
Underlying,Accidental,Methadone,Female,AUS,15-64,60,2016,8016946
Underlying,Accidental,Methadone,Female,AUS,Allages,60,2016,12198963
Underlying,Intentional,Methadone,All,AUS,15-64,14,1997,12277629
Underlying,Intentional,Methadone,All,AUS,Allages,16,1997,18423037
Underlying,Intentional,Methadone,All,AUS,15-64,9,1998,12412559
Underlying,Intentional,Methadone,All,AUS,Allages,9,1998,18607584
Underlying,Intentional,Methadone,All,AUS,15-64,11,1999,12560586
Underlying,Intentional,Methadone,All,AUS,Allages,11,1999,18812264
Underlying,Intentional,Methadone,All,AUS,15-64,8,2e3,12721200
Underlying,Intentional,Methadone,All,AUS,Allages,9,2e3,19028802
Underlying,Intentional,Methadone,All,AUS,15-64,11,2001,12895398
Underlying,Intentional,Methadone,All,AUS,Allages,11,2001,19274701
Underlying,Intentional,Methadone,All,AUS,15-64,11,2002,13064935
Underlying,Intentional,Methadone,All,AUS,Allages,11,2002,19495210
Underlying,Intentional,Methadone,All,AUS,15-64,6,2003,13239741
Underlying,Intentional,Methadone,All,AUS,Allages,6,2003,19720737
Underlying,Intentional,Methadone,All,AUS,15-64,7,2004,13399641
Underlying,Intentional,Methadone,All,AUS,Allages,8,2004,19932722
Underlying,Intentional,Methadone,All,AUS,15-64,4,2005,13581574
Underlying,Intentional,Methadone,All,AUS,Allages,5,2005,20176844
Underlying,Intentional,Methadone,All,AUS,15-64,5,2006,13784515
Underlying,Intentional,Methadone,All,AUS,Allages,7,2006,20450966
Underlying,Intentional,Methadone,All,AUS,15-64,15,2007,14044151
Underlying,Intentional,Methadone,All,AUS,Allages,16,2007,20827622
Underlying,Intentional,Methadone,All,AUS,15-64,6,2008,14343136
Underlying,Intentional,Methadone,All,AUS,Allages,6,2008,21249199
Underlying,Intentional,Methadone,All,AUS,15-64,6,2009,14643047
Underlying,Intentional,Methadone,All,AUS,Allages,6,2009,21691653
Underlying,Intentional,Methadone,All,AUS,15-64,14,2010,14846377
Underlying,Intentional,Methadone,All,AUS,Allages,14,2010,22031750
Underlying,Intentional,Methadone,All,AUS,15-64,7,2011,15018500
Underlying,Intentional,Methadone,All,AUS,Allages,7,2011,22340024
Underlying,Intentional,Methadone,All,AUS,15-64,15,2012,15224030
Underlying,Intentional,Methadone,All,AUS,Allages,15,2012,22742475
Underlying,Intentional,Methadone,All,AUS,15-64,6,2013,15435760
Underlying,Intentional,Methadone,All,AUS,Allages,8,2013,23145901
Underlying,Intentional,Methadone,All,AUS,15-64,14,2014,15618521
Underlying,Intentional,Methadone,All,AUS,Allages,14,2014,23504138
Underlying,Intentional,Methadone,All,AUS,15-64,11,2015,15791656
Underlying,Intentional,Methadone,All,AUS,Allages,12,2015,23850784
Underlying,Intentional,Methadone,All,AUS,15-64,9,2016,15964383
Underlying,Intentional,Methadone,All,AUS,Allages,9,2016,24210809
Underlying,Intentional,Methadone,Male,AUS,15-64,10,1997,6175835
Underlying,Intentional,Methadone,Male,AUS,Allages,10,1997,9156177
Underlying,Intentional,Methadone,Male,AUS,15-64,6,1998,6237716
Underlying,Intentional,Methadone,Male,AUS,Allages,6,1998,9243143
Underlying,Intentional,Methadone,Male,AUS,15-64,9,1999,6305878
Underlying,Intentional,Methadone,Male,AUS,Allages,9,1999,9340109
Underlying,Intentional,Methadone,Male,AUS,15-64,6,2e3,6380886
Underlying,Intentional,Methadone,Male,AUS,Allages,7,2e3,9443465
Underlying,Intentional,Methadone,Male,AUS,15-64,9,2001,6461886
Underlying,Intentional,Methadone,Male,AUS,Allages,9,2001,9561826
Underlying,Intentional,Methadone,Male,AUS,15-64,6,2002,6547837
Underlying,Intentional,Methadone,Male,AUS,Allages,6,2002,9675483
Underlying,Intentional,Methadone,Male,AUS,15-64,2,2003,6632518
Underlying,Intentional,Methadone,Male,AUS,Allages,3,2003,9787597
Underlying,Intentional,Methadone,Male,AUS,15-64,5,2004,6712739
Underlying,Intentional,Methadone,Male,AUS,Allages,6,2004,9895951
Underlying,Intentional,Methadone,Male,AUS,15-64,1,2005,6803166
Underlying,Intentional,Methadone,Male,AUS,Allages,4,2005,10019633
Underlying,Intentional,Methadone,Male,AUS,15-64,5,2006,6905635
Underlying,Intentional,Methadone,Male,AUS,Allages,5,2006,10159424
Underlying,Intentional,Methadone,Male,AUS,15-64,10,2007,7039297
Underlying,Intentional,Methadone,Male,AUS,Allages,10,2007,10353636
Underlying,Intentional,Methadone,Male,AUS,15-64,5,2008,7194310
Underlying,Intentional,Methadone,Male,AUS,Allages,5,2008,10572045
Underlying,Intentional,Methadone,Male,AUS,15-64,1,2009,7349704
Underlying,Intentional,Methadone,Male,AUS,Allages,1,2009,10800797
Underlying,Intentional,Methadone,Male,AUS,15-64,8,2010,7446631
Underlying,Intentional,Methadone,Male,AUS,Allages,8,2010,10967831
Underlying,Intentional,Methadone,Male,AUS,15-64,5,2011,7526357
Underlying,Intentional,Methadone,Male,AUS,Allages,5,2011,11118234
Underlying,Intentional,Methadone,Male,AUS,15-64,8,2012,7623065
Underlying,Intentional,Methadone,Male,AUS,Allages,8,2012,11316375
Underlying,Intentional,Methadone,Male,AUS,15-64,3,2013,7720602
Underlying,Intentional,Methadone,Male,AUS,Allages,5,2013,11512700
Underlying,Intentional,Methadone,Male,AUS,15-64,8,2014,7797841
Underlying,Intentional,Methadone,Male,AUS,Allages,8,2014,11679392
Underlying,Intentional,Methadone,Male,AUS,15-64,7,2015,7870954
Underlying,Intentional,Methadone,Male,AUS,Allages,8,2015,11840827
Underlying,Intentional,Methadone,Male,AUS,15-64,6,2016,7947437
Underlying,Intentional,Methadone,Male,AUS,Allages,6,2016,12011846
Underlying,Intentional,Methadone,Female,AUS,15-64,4,1997,6101794
Underlying,Intentional,Methadone,Female,AUS,Allages,6,1997,9266860
Underlying,Intentional,Methadone,Female,AUS,15-64,1,1998,6174843
Underlying,Intentional,Methadone,Female,AUS,Allages,2,1998,9364441
Underlying,Intentional,Methadone,Female,AUS,15-64,2,1999,6254708
Underlying,Intentional,Methadone,Female,AUS,Allages,1,1999,9472155
Underlying,Intentional,Methadone,Female,AUS,15-64,3,2e3,6340314
Underlying,Intentional,Methadone,Female,AUS,Allages,3,2e3,9585337
Underlying,Intentional,Methadone,Female,AUS,15-64,3,2001,6433512
Underlying,Intentional,Methadone,Female,AUS,Allages,3,2001,9712875
Underlying,Intentional,Methadone,Female,AUS,15-64,5,2002,6517098
Underlying,Intentional,Methadone,Female,AUS,Allages,5,2002,9819727
Underlying,Intentional,Methadone,Female,AUS,15-64,4,2003,6607223
Underlying,Intentional,Methadone,Female,AUS,Allages,1,2003,9933140
Underlying,Intentional,Methadone,Female,AUS,15-64,3,2004,6686902
Underlying,Intentional,Methadone,Female,AUS,Allages,4,2004,10036771
Underlying,Intentional,Methadone,Female,AUS,15-64,2,2005,6778408
Underlying,Intentional,Methadone,Female,AUS,Allages,2,2005,10157211
Underlying,Intentional,Methadone,Female,AUS,15-64,0,2006,6878880
Underlying,Intentional,Methadone,Female,AUS,Allages,3,2006,10291542
Underlying,Intentional,Methadone,Female,AUS,15-64,5,2007,7004854
Underlying,Intentional,Methadone,Female,AUS,Allages,6,2007,10473986
Underlying,Intentional,Methadone,Female,AUS,15-64,2,2008,7148826
Underlying,Intentional,Methadone,Female,AUS,Allages,3,2008,10677154
Underlying,Intentional,Methadone,Female,AUS,15-64,1,2009,7293343
Underlying,Intentional,Methadone,Female,AUS,Allages,2,2009,10890856
Underlying,Intentional,Methadone,Female,AUS,15-64,6,2010,7399746
Underlying,Intentional,Methadone,Female,AUS,Allages,6,2010,11063919
Underlying,Intentional,Methadone,Female,AUS,15-64,1,2011,7492143
Underlying,Intentional,Methadone,Female,AUS,Allages,4,2011,11221790
Underlying,Intentional,Methadone,Female,AUS,15-64,7,2012,7600965
Underlying,Intentional,Methadone,Female,AUS,Allages,7,2012,11426100
Underlying,Intentional,Methadone,Female,AUS,15-64,4,2013,7715158
Underlying,Intentional,Methadone,Female,AUS,Allages,4,2013,11633201
Underlying,Intentional,Methadone,Female,AUS,15-64,6,2014,7820680
Underlying,Intentional,Methadone,Female,AUS,Allages,6,2014,11824746
Underlying,Intentional,Methadone,Female,AUS,15-64,2,2015,7920702
Underlying,Intentional,Methadone,Female,AUS,Allages,1,2015,12009957
Underlying,Intentional,Methadone,Female,AUS,15-64,2,2016,8016946
Underlying,Intentional,Methadone,Female,AUS,Allages,1,2016,12198963
Underlying,Undetermined,Methadone,All,AUS,15-64,14,1997,12277629
Underlying,Undetermined,Methadone,All,AUS,Allages,14,1997,18423037
Underlying,Undetermined,Methadone,All,AUS,15-64,9,1998,12412559
Underlying,Undetermined,Methadone,All,AUS,Allages,10,1998,18607584
Underlying,Undetermined,Methadone,All,AUS,15-64,7,1999,12560586
Underlying,Undetermined,Methadone,All,AUS,Allages,7,1999,18812264
Underlying,Undetermined,Methadone,All,AUS,15-64,4,2e3,12721200
Underlying,Undetermined,Methadone,All,AUS,Allages,4,2e3,19028802
Underlying,Undetermined,Methadone,All,AUS,15-64,2,2001,12895398
Underlying,Undetermined,Methadone,All,AUS,Allages,4,2001,19274701
Underlying,Undetermined,Methadone,All,AUS,15-64,3,2002,13064935
Underlying,Undetermined,Methadone,All,AUS,Allages,1,2002,19495210
Underlying,Undetermined,Methadone,All,AUS,15-64,1,2003,13239741
Underlying,Undetermined,Methadone,All,AUS,Allages,4,2003,19720737
Underlying,Undetermined,Methadone,All,AUS,15-64,1,2004,13399641
Underlying,Undetermined,Methadone,All,AUS,Allages,3,2004,19932722
Underlying,Undetermined,Methadone,All,AUS,15-64,3,2005,13581574
Underlying,Undetermined,Methadone,All,AUS,Allages,3,2005,20176844
Underlying,Undetermined,Methadone,All,AUS,15-64,8,2006,13784515
Underlying,Undetermined,Methadone,All,AUS,Allages,8,2006,20450966
Underlying,Undetermined,Methadone,All,AUS,15-64,17,2007,14044151
Underlying,Undetermined,Methadone,All,AUS,Allages,17,2007,20827622
Underlying,Undetermined,Methadone,All,AUS,15-64,20,2008,14343136
Underlying,Undetermined,Methadone,All,AUS,Allages,21,2008,21249199
Underlying,Undetermined,Methadone,All,AUS,15-64,23,2009,14643047
Underlying,Undetermined,Methadone,All,AUS,Allages,23,2009,21691653
Underlying,Undetermined,Methadone,All,AUS,15-64,19,2010,14846377
Underlying,Undetermined,Methadone,All,AUS,Allages,19,2010,22031750
Underlying,Undetermined,Methadone,All,AUS,15-64,25,2011,15018500
Underlying,Undetermined,Methadone,All,AUS,Allages,25,2011,22340024
Underlying,Undetermined,Methadone,All,AUS,15-64,21,2012,15224030
Underlying,Undetermined,Methadone,All,AUS,Allages,21,2012,22742475
Underlying,Undetermined,Methadone,All,AUS,15-64,13,2013,15435760
Underlying,Undetermined,Methadone,All,AUS,Allages,13,2013,23145901
Underlying,Undetermined,Methadone,All,AUS,15-64,12,2014,15618521
Underlying,Undetermined,Methadone,All,AUS,Allages,13,2014,23504138
Underlying,Undetermined,Methadone,All,AUS,15-64,11,2015,15791656
Underlying,Undetermined,Methadone,All,AUS,Allages,11,2015,23850784
Underlying,Undetermined,Methadone,All,AUS,15-64,6,2016,15964383
Underlying,Undetermined,Methadone,All,AUS,Allages,6,2016,24210809
Underlying,Undetermined,Methadone,Male,AUS,15-64,12,1997,6175835
Underlying,Undetermined,Methadone,Male,AUS,Allages,12,1997,9156177
Underlying,Undetermined,Methadone,Male,AUS,15-64,6,1998,6237716
Underlying,Undetermined,Methadone,Male,AUS,Allages,6,1998,9243143
Underlying,Undetermined,Methadone,Male,AUS,15-64,6,1999,6305878
Underlying,Undetermined,Methadone,Male,AUS,Allages,6,1999,9340109
Underlying,Undetermined,Methadone,Male,AUS,15-64,3,2e3,6380886
Underlying,Undetermined,Methadone,Male,AUS,Allages,3,2e3,9443465
Underlying,Undetermined,Methadone,Male,AUS,15-64,0,2001,6461886
Underlying,Undetermined,Methadone,Male,AUS,Allages,0,2001,9561826
Underlying,Undetermined,Methadone,Male,AUS,15-64,2,2002,6547837
Underlying,Undetermined,Methadone,Male,AUS,Allages,2,2002,9675483
Underlying,Undetermined,Methadone,Male,AUS,15-64,2,2003,6632518
Underlying,Undetermined,Methadone,Male,AUS,Allages,2,2003,9787597
Underlying,Undetermined,Methadone,Male,AUS,15-64,4,2004,6712739
Underlying,Undetermined,Methadone,Male,AUS,Allages,4,2004,9895951
Underlying,Undetermined,Methadone,Male,AUS,15-64,1,2005,6803166
Underlying,Undetermined,Methadone,Male,AUS,Allages,1,2005,10019633
Underlying,Undetermined,Methadone,Male,AUS,15-64,2,2006,6905635
Underlying,Undetermined,Methadone,Male,AUS,Allages,2,2006,10159424
Underlying,Undetermined,Methadone,Male,AUS,15-64,11,2007,7039297
Underlying,Undetermined,Methadone,Male,AUS,Allages,11,2007,10353636
Underlying,Undetermined,Methadone,Male,AUS,15-64,14,2008,7194310
Underlying,Undetermined,Methadone,Male,AUS,Allages,14,2008,10572045
Underlying,Undetermined,Methadone,Male,AUS,15-64,11,2009,7349704
Underlying,Undetermined,Methadone,Male,AUS,Allages,11,2009,10800797
Underlying,Undetermined,Methadone,Male,AUS,15-64,9,2010,7446631
Underlying,Undetermined,Methadone,Male,AUS,Allages,9,2010,10967831
Underlying,Undetermined,Methadone,Male,AUS,15-64,14,2011,7526357
Underlying,Undetermined,Methadone,Male,AUS,Allages,14,2011,11118234
Underlying,Undetermined,Methadone,Male,AUS,15-64,13,2012,7623065
Underlying,Undetermined,Methadone,Male,AUS,Allages,13,2012,11316375
Underlying,Undetermined,Methadone,Male,AUS,15-64,11,2013,7720602
Underlying,Undetermined,Methadone,Male,AUS,Allages,11,2013,11512700
Underlying,Undetermined,Methadone,Male,AUS,15-64,7,2014,7797841
Underlying,Undetermined,Methadone,Male,AUS,Allages,7,2014,11679392
Underlying,Undetermined,Methadone,Male,AUS,15-64,9,2015,7870954
Underlying,Undetermined,Methadone,Male,AUS,Allages,9,2015,11840827
Underlying,Undetermined,Methadone,Male,AUS,15-64,4,2016,7947437
Underlying,Undetermined,Methadone,Male,AUS,Allages,4,2016,12011846
Underlying,Undetermined,Methadone,Female,AUS,15-64,4,1997,6101794
Underlying,Undetermined,Methadone,Female,AUS,Allages,3,1997,9266860
Underlying,Undetermined,Methadone,Female,AUS,15-64,2,1998,6174843
Underlying,Undetermined,Methadone,Female,AUS,Allages,2,1998,9364441
Underlying,Undetermined,Methadone,Female,AUS,15-64,1,1999,6254708
Underlying,Undetermined,Methadone,Female,AUS,Allages,2,1999,9472155
Underlying,Undetermined,Methadone,Female,AUS,15-64,4,2e3,6340314
Underlying,Undetermined,Methadone,Female,AUS,Allages,4,2e3,9585337
Underlying,Undetermined,Methadone,Female,AUS,15-64,3,2001,6433512
Underlying,Undetermined,Methadone,Female,AUS,Allages,1,2001,9712875
Underlying,Undetermined,Methadone,Female,AUS,15-64,3,2002,6517098
Underlying,Undetermined,Methadone,Female,AUS,Allages,2,2002,9819727
Underlying,Undetermined,Methadone,Female,AUS,15-64,0,2003,6607223
Underlying,Undetermined,Methadone,Female,AUS,Allages,0,2003,9933140
Underlying,Undetermined,Methadone,Female,AUS,15-64,2,2004,6686902
Underlying,Undetermined,Methadone,Female,AUS,Allages,3,2004,10036771
Underlying,Undetermined,Methadone,Female,AUS,15-64,0,2005,6778408
Underlying,Undetermined,Methadone,Female,AUS,Allages,0,2005,10157211
Underlying,Undetermined,Methadone,Female,AUS,15-64,2,2006,6878880
Underlying,Undetermined,Methadone,Female,AUS,Allages,2,2006,10291542
Underlying,Undetermined,Methadone,Female,AUS,15-64,6,2007,7004854
Underlying,Undetermined,Methadone,Female,AUS,Allages,6,2007,10473986
Underlying,Undetermined,Methadone,Female,AUS,15-64,6,2008,7148826
Underlying,Undetermined,Methadone,Female,AUS,Allages,7,2008,10677154
Underlying,Undetermined,Methadone,Female,AUS,15-64,12,2009,7293343
Underlying,Undetermined,Methadone,Female,AUS,Allages,12,2009,10890856
Underlying,Undetermined,Methadone,Female,AUS,15-64,10,2010,7399746
Underlying,Undetermined,Methadone,Female,AUS,Allages,10,2010,11063919
Underlying,Undetermined,Methadone,Female,AUS,15-64,11,2011,7492143
Underlying,Undetermined,Methadone,Female,AUS,Allages,11,2011,11221790
Underlying,Undetermined,Methadone,Female,AUS,15-64,8,2012,7600965
Underlying,Undetermined,Methadone,Female,AUS,Allages,8,2012,11426100
Underlying,Undetermined,Methadone,Female,AUS,15-64,3,2013,7715158
Underlying,Undetermined,Methadone,Female,AUS,Allages,3,2013,11633201
Underlying,Undetermined,Methadone,Female,AUS,15-64,5,2014,7820680
Underlying,Undetermined,Methadone,Female,AUS,Allages,5,2014,11824746
Underlying,Undetermined,Methadone,Female,AUS,15-64,1,2015,7920702
Underlying,Undetermined,Methadone,Female,AUS,Allages,3,2015,12009957
Underlying,Undetermined,Methadone,Female,AUS,15-64,4,2016,8016946
Underlying,Undetermined,Methadone,Female,AUS,Allages,1,2016,12198963
Underlying,All,Methadone,Male,AUS,15-64,86,1997,6175835
Underlying,All,Methadone,Male,AUS,Allages,87,1997,9156177
Underlying,All,Methadone,Male,AUS,15-64,73,1998,6237716
Underlying,All,Methadone,Male,AUS,Allages,74,1998,9243143
Underlying,All,Methadone,Male,AUS,15-64,91,1999,6305878
Underlying,All,Methadone,Male,AUS,Allages,91,1999,9340109
Underlying,All,Methadone,Male,AUS,15-64,85,2e3,6380886
Underlying,All,Methadone,Male,AUS,Allages,86,2e3,9443465
Underlying,All,Methadone,Male,AUS,15-64,77,2001,6461886
Underlying,All,Methadone,Male,AUS,Allages,78,2001,9561826
Underlying,All,Methadone,Male,AUS,15-64,79,2002,6547837
Underlying,All,Methadone,Male,AUS,Allages,79,2002,9675483
Underlying,All,Methadone,Male,AUS,15-64,47,2003,6632518
